r	mu	stdev	T	lambda	t1	c1	k1	t2	c2	k2	t3	c3	k3	b3	d3	b2	d2	b1	d1	V_M	DP_Time	mean_M	var_M	semivar_MD	semivar_MU	TotalTime
2	1	0.25	0.7	0.2	0	1	0.1	0.35	1.2	0.1	0.7	1.4	0.1	-0.07179260254	0.2522	-0.05653381348	0.324	-0.01350402832	0.3326	0.7038365603	128.7078209	0.7020142432	0.08510586098	0.06292155175	0.02218430924	133.6732122
2	1	0.25	0.8	0.02	0	1	0.1	0.4	1.02	0.1	0.8	1.04	0.1	-0.005569458008	0.1874	-0.0447845459	2.6981	-0.1065826416	1.8643	0.7707219647	187.6767942	0.7705553544	0.06380228058	0.03385203926	0.02995024132	192.640585
2	1	0.25	0.8	0.04	0	1	0.1	0.4	1.04	0.1	0.8	1.08	0.1	-0.01121520996	0.1905	-0.04493713379	1.3586	-0.0887298584	0.9563	0.7310747042	192.8319246	0.7311726216	0.05883643535	0.0313258152	0.02751062015	198.0051679
2	1	0.25	0.8	0.06	0	1	0.1	0.4	1.06	0.1	0.8	1.12	0.1	-0.01686096191	0.1941	-0.04585266113	0.9119	-0.07530212402	0.6641	0.7235379041	179.6753347	0.7223168641	0.07807256579	0.05446417934	0.02360838644	184.6189259
2	1	0.25	0.8	0.08	0	1	0.1	0.4	1.08	0.1	0.8	1.16	0.1	-0.02250671387	0.1982	-0.04722595215	0.689	-0.06324768066	0.535	0.7201587178	166.0342184	0.7190917005	0.0789052138	0.05594923605	0.02295597775	171.1610899
2	1	0.25	0.8	0.1	0	1	0.1	0.4	1.1	0.1	0.8	1.2	0.1	-0.02830505371	0.2027	-0.04844665527	0.5588	-0.05332946777	0.4674	0.7171680226	153.2744105	0.7156775916	0.08014288302	0.05753491962	0.0226079634	158.2629468
2	1	0.25	0.8	0.12	0	1	0.1	0.4	1.12	0.1	0.8	1.24	0.1	-0.03410339355	0.2079	-0.05012512207	0.4782	-0.04493713379	0.4259	0.7145195371	144.8363049	0.7130553599	0.08090345899	0.05861939657	0.02228406243	149.8225946
2	1	0.25	0.8	0.14	0	1	0.1	0.4	1.14	0.1	0.8	1.28	0.1	-0.04005432129	0.2138	-0.05210876465	0.4261	-0.03776550293	0.3972	0.7121791126	139.0310614	0.7106047823	0.08167367089	0.05959205841	0.02208161248	143.9999818
2	1	0.25	0.8	0.16	0	1	0.1	0.4	1.16	0.1	0.8	1.32	0.1	-0.04615783691	0.2205	-0.05409240723	0.3906	-0.03150939941	0.3757	0.7101173998	135.190003	0.7087067456	0.08227075891	0.0603302988	0.02194046012	140.2801719
2	1	0.25	0.8	0.18	0	1	0.1	0.4	1.18	0.1	0.8	1.36	0.1	-0.05226135254	0.2283	-0.05653381348	0.3644	-0.02586364746	0.359	0.7083089151	132.3643854	0.7065380538	0.0832553831	0.06128221003	0.02197317308	137.3510972
2	1	0.25	0.8	0.2	0	1	0.1	0.4	1.2	0.1	0.8	1.4	0.1	-0.05867004395	0.2371	-0.05928039551	0.3444	-0.02128601074	0.345	0.7067323717	130.3921548	0.7049291024	0.0837647933	0.06183867276	0.02192612054	135.5650493
2	1	0.25	0.9	0.02	0	1	0.1	0.45	1.02	0.1	0.9	1.04	0.1	-0.003890991211	0.1649	-0.06568908691	3.2602	-0.1464080811	2.0945	0.7968083911	179.480142	0.7967431679	0.0614008892	0.03141074154	0.02999014766	184.4157018
2	1	0.25	0.9	0.04	0	1	0.1	0.45	1.04	0.1	0.9	1.08	0.1	-0.008010864258	0.1681	-0.0643157959	1.6419	-0.1232147217	1.0749	0.7570524887	188.7028069	0.7571049073	0.05645719931	0.02892596261	0.0275312367	193.8761315
2	1	0.25	0.9	0.06	0	1	0.1	0.45	1.06	0.1	0.9	1.12	0.1	-0.01197814941	0.1719	-0.06278991699	1.1038	-0.1042938232	0.7433	0.7358408961	181.2988788	0.7350743135	0.07510763228	0.05105666625	0.02405096603	186.2934469
2	1	0.25	0.9	0.08	0	1	0.1	0.45	1.08	0.1	0.9	1.16	0.1	-0.01594543457	0.1762	-0.06233215332	0.8347	-0.08903503418	0.5878	0.7311731919	169.9206101	0.7300493497	0.07621249114	0.05300730426	0.02320518688	174.908857
2	1	0.25	0.9	0.1	0	1	0.1	0.45	1.1	0.1	0.9	1.2	0.1	-0.02006530762	0.1809	-0.06233215332	0.6736	-0.07606506348	0.5037	0.7269917508	159.5823591	0.7259008434	0.07715401683	0.05461916154	0.0225348553	164.764383
2	1	0.25	0.9	0.12	0	1	0.1	0.45	1.12	0.1	0.9	1.24	0.1	-0.02418518066	0.1864	-0.06217956543	0.5674	-0.06507873535	0.4521	0.7232305653	150.1479744	0.7218807702	0.07827899812	0.05617335326	0.02210564486	155.1114994
2	1	0.25	0.9	0.14	0	1	0.1	0.45	1.14	0.1	0.9	1.28	0.1	-0.02830505371	0.1926	-0.06248474121	0.4949	-0.05531311035	0.4177	0.7198448979	143.4611113	0.7184429291	0.07921638201	0.05742373334	0.02179264867	148.4478336
2	1	0.25	0.9	0.16	0	1	0.1	0.45	1.16	0.1	0.9	1.32	0.1	-0.03257751465	0.1996	-0.06324768066	0.4435	-0.04661560059	0.3929	0.7168017173	138.6352851	0.7153206195	0.08016731952	0.05854573269	0.02162158683	143.5579808
2	1	0.25	0.9	0.18	0	1	0.1	0.45	1.18	0.1	0.9	1.36	0.1	-0.03700256348	0.2075	-0.06401062012	0.4063	-0.03913879395	0.3737	0.7140745456	135.1182991	0.7127376021	0.08099612558	0.05949758918	0.0214985364	140.3034606
2	1	0.25	0.9	0.2	0	1	0.1	0.45	1.2	0.1	0.9	1.4	0.1	-0.0414276123	0.2168	-0.06507873535	0.3778	-0.03273010254	0.358	0.7116411518	132.5109974	0.7098398841	0.08199246423	0.06045063579	0.02154182844	137.4644418
2	1	0.3	0.1	0.02	0	1	0.1	0.05	1.02	0.1	0.1	1.04	0.1	-0.01426696777	0.2798	-0.007400512695	0.3831	-0.0002288818359	0.4161	0.6603956004	135.8779506	0.6587120046	0.1245734329	0.09236135139	0.03221208146	140.820991
2	1	0.3	0.1	0.04	0	1	0.1	0.05	1.04	0.1	0.1	1.08	0.1	-0.02861022949	0.2827	-0.01472473145	0.335	-7.629394531e-05	0.3531	0.6603869779	126.3152886	0.6588687665	0.1245148532	0.09233694525	0.03217790797	131.252444
2	1	0.3	0.1	0.06	0	1	0.1	0.05	1.06	0.1	0.1	1.12	0.1	-0.04295349121	0.2861	-0.0220489502	0.3181	-7.629394531e-05	0.3282	0.6603825658	124.9419388	0.6586534011	0.1246299255	0.09244139234	0.0321885332	129.8818289
2	1	0.3	0.1	0.08	0	1	0.1	0.05	1.08	0.1	0.1	1.16	0.1	-0.05744934082	0.2901	-0.02937316895	0.3088	-7.629394531e-05	0.3138	0.660380425	125.8310742	0.658839077	0.1244127626	0.09227333603	0.03213942653	130.8157902
2	1	0.3	0.1	0.1	0	1	0.1	0.05	1.1	0.1	0.1	1.2	0.1	-0.07209777832	0.2946	-0.0366973877	0.3033	-7.629394531e-05	0.3046	0.6603794589	127.912936	0.6587183817	0.1243623307	0.09221295569	0.032149375	133.1031617
2	1	0.3	0.1	0.12	0	1	0.1	0.05	1.12	0.1	0.1	1.24	0.1	-0.08689880371	0.2998	-0.04417419434	0.3	7.629394531e-05	0.2985	0.6603790285	131.3356252	0.6587725303	0.1244900667	0.0923144644	0.03217560226	136.3204888
2	1	0.3	0.1	0.14	0	1	0.1	0.05	1.14	0.1	0.1	1.28	0.1	-0.1020050049	0.3057	-0.05149841309	0.2985	7.629394531e-05	0.2942	0.6603788803	134.9980981	0.6586899815	0.1245467165	0.09236043476	0.03218628177	139.9779667
2	1	0.3	0.1	0.16	0	1	0.1	0.05	1.16	0.1	0.1	1.32	0.1	-0.1174163818	0.3124	-0.05897521973	0.298	7.629394531e-05	0.2911	0.6603788318	138.5037945	0.6588870066	0.1243745972	0.09223937579	0.03213522138	143.6835005
2	1	0.3	0.1	0.18	0	1	0.1	0.05	1.18	0.1	0.1	1.36	0.1	-0.1331329346	0.3201	-0.06660461426	0.2983	7.629394531e-05	0.289	0.6603788185	142.5280662	0.6588865322	0.1243853313	0.0922460614	0.03213926995	147.7283933
2	1	0.3	0.1	0.2	0	1	0.1	0.05	1.2	0.1	0.1	1.4	0.1	-0.149307251	0.329	-0.0740814209	0.2996	7.629394531e-05	0.2875	0.6603788155	146.7221145	0.6584544282	0.1248054342	0.09255520499	0.03225022925	151.7075723
2	1	0.3	0.2	0.02	0	1	0.1	0.1	1.02	0.1	0.2	1.04	0.1	-0.01350402832	0.2723	-0.007553100586	0.6508	-0.005111694336	0.6355	0.6609977973	171.6841347	0.6591226931	0.1245407256	0.09203069685	0.03251002871	176.6661205
2	1	0.3	0.2	0.04	0	1	0.1	0.1	1.04	0.1	0.2	1.08	0.1	-0.0269317627	0.2753	-0.01457214355	0.4039	-0.00358581543	0.4346	0.6607997125	139.9502162	0.6587710404	0.124665329	0.09222613801	0.03243919103	144.9078015
2	1	0.3	0.2	0.06	0	1	0.1	0.1	1.06	0.1	0.2	1.12	0.1	-0.04051208496	0.2787	-0.02159118652	0.3603	-0.002365112305	0.3831	0.6606590708	131.8943342	0.6590576459	0.1244325519	0.09213709812	0.03229545379	137.0606689
2	1	0.3	0.2	0.08	0	1	0.1	0.1	1.08	0.1	0.2	1.16	0.1	-0.05424499512	0.2826	-0.02876281738	0.3388	-0.001602172852	0.3552	0.6605611966	128.719989	0.6584996316	0.1248932655	0.09253639788	0.03235686767	133.7028867
2	1	0.3	0.2	0.1	0	1	0.1	0.1	1.1	0.1	0.2	1.2	0.1	-0.06797790527	0.2871	-0.03578186035	0.3258	-0.0009918212891	0.3371	0.6604946531	127.691641	0.6585645669	0.1249532856	0.09262940999	0.0323238756	132.6782007
2	1	0.3	0.2	0.12	0	1	0.1	0.1	1.12	0.1	0.2	1.24	0.1	-0.08201599121	0.2922	-0.04295349121	0.3169	-0.0006866455078	0.3242	0.6604507072	127.8337166	0.6587986056	0.1246377376	0.09243279773	0.03220493989	133.0366786
2	1	0.3	0.2	0.14	0	1	0.1	0.1	1.14	0.1	0.2	1.28	0.1	-0.09620666504	0.2981	-0.05027770996	0.3107	-0.0003814697266	0.3147	0.6604226388	128.8807548	0.6584817692	0.1248945809	0.09262301369	0.03227156724	133.8141047
2	1	0.3	0.2	0.16	0	1	0.1	0.1	1.16	0.1	0.2	1.32	0.1	-0.1107025146	0.3048	-0.05744934082	0.3066	-0.0002288818359	0.3075	0.6604054495	130.5589954	0.6584693463	0.1250161849	0.09274627598	0.03226990889	135.496981
2	1	0.3	0.2	0.18	0	1	0.1	0.1	1.18	0.1	0.2	1.36	0.1	-0.12550354	0.3126	-0.06477355957	0.304	-7.629394531e-05	0.3021	0.660395435	132.874782	0.6582497594	0.1250480401	0.09273928071	0.03230875936	137.81282
2	1	0.3	0.2	0.2	0	1	0.1	0.1	1.2	0.1	0.2	1.4	0.1	-0.1407623291	0.3214	-0.07209777832	0.3027	-7.629394531e-05	0.2977	0.6603899885	135.5685866	0.6584787054	0.1248304575	0.09258579773	0.03224465978	140.7444417
2	1	0.3	0.3	0.02	0	1	0.1	0.15	1.02	0.1	0.3	1.04	0.1	-0.01258850098	0.2643	-0.009689331055	1.0032	-0.01670837402	0.9057	0.6630828542	191.7077448	0.6610692515	0.1236217288	0.09055827049	0.03306345828	196.6708423
2	1	0.3	0.3	0.04	0	1	0.1	0.15	1.04	0.1	0.3	1.08	0.1	-0.0252532959	0.2672	-0.01609802246	0.5177	-0.01258850098	0.523	0.6624115155	159.7144539	0.6603689166	0.1237622835	0.09096372907	0.03279855442	164.6490344
2	1	0.3	0.3	0.06	0	1	0.1	0.15	1.06	0.1	0.3	1.12	0.1	-0.03791809082	0.2706	-0.02250671387	0.4153	-0.009384155273	0.4384	0.6618876148	143.2460009	0.6598468401	0.124227061	0.09159099181	0.0326360692	148.1842838
2	1	0.3	0.3	0.08	0	1	0.1	0.15	1.08	0.1	0.3	1.16	0.1	-0.05073547363	0.2745	-0.02906799316	0.3759	-0.007095336914	0.3967	0.6614824598	136.491635	0.6597014991	0.1240929126	0.09166635839	0.03242655422	141.6984311
2	1	0.3	0.3	0.1	0	1	0.1	0.15	1.1	0.1	0.3	1.2	0.1	-0.06355285645	0.279	-0.03562927246	0.3534	-0.005111694336	0.3705	0.661172542	133.1889239	0.6592293464	0.1245638511	0.09214114143	0.03242270965	138.1056125
2	1	0.3	0.3	0.12	0	1	0.1	0.15	1.12	0.1	0.3	1.24	0.1	-0.07667541504	0.2841	-0.04249572754	0.338	-0.00373840332	0.3518	0.6609386446	131.4580947	0.6587643999	0.1247571834	0.09235490352	0.03240227989	136.6740699
2	1	0.3	0.3	0.14	0	1	0.1	0.15	1.14	0.1	0.3	1.28	0.1	-0.08995056152	0.29	-0.04920959473	0.3272	-0.002670288086	0.3378	0.6607650316	130.8005931	0.6586957433	0.1249605175	0.09261771501	0.03234280253	135.7425552
2	1	0.3	0.3	0.16	0	1	0.1	0.15	1.16	0.1	0.3	1.32	0.1	-0.1035308838	0.2966	-0.0560760498	0.3194	-0.001754760742	0.327	0.6606387663	130.9179833	0.6584275046	0.1250424433	0.09268627667	0.03235616667	136.0876583
2	1	0.3	0.3	0.18	0	1	0.1	0.15	1.18	0.1	0.3	1.36	0.1	-0.1174163818	0.3043	-0.06309509277	0.3135	-0.00114440918	0.3185	0.6605493169	131.6538464	0.658280194	0.1251796545	0.0928090768	0.03237057768	136.6331631
2	1	0.3	0.3	0.2	0	1	0.1	0.15	1.2	0.1	0.3	1.4	0.1	-0.1316070557	0.3131	-0.07011413574	0.3095	-0.0008392333984	0.3115	0.6604879339	132.8382501	0.6584691987	0.1251156103	0.09282984479	0.03228576555	138.0062482
2	1	0.3	0.4	0.02	0	1	0.1	0.2	1.02	0.1	0.4	1.04	0.1	-0.01167297363	0.2552	-0.01472473145	1.3726	-0.03379821777	1.1583	0.6746792616	201.9264963	0.6741478597	0.1046287999	0.06595161314	0.03867718674	206.9143413
2	1	0.3	0.4	0.04	0	1	0.1	0.2	1.04	0.1	0.4	1.08	0.1	-0.02326965332	0.2583	-0.02006530762	0.6902	-0.02647399902	0.6213	0.6656007701	180.252302	0.6634630937	0.1223457139	0.08901634278	0.03332937109	185.2267726
2	1	0.3	0.4	0.06	0	1	0.1	0.2	1.06	0.1	0.4	1.12	0.1	-0.0350189209	0.2617	-0.02555847168	0.4917	-0.02098083496	0.4924	0.66447896	155.7783473	0.6621808829	0.1227917765	0.08978810792	0.03300366854	160.7635686
2	1	0.3	0.4	0.08	0	1	0.1	0.2	1.08	0.1	0.4	1.16	0.1	-0.04692077637	0.2655	-0.03135681152	0.4224	-0.01655578613	0.4364	0.6635661962	145.172765	0.6614917877	0.1230479409	0.09036336475	0.03268457614	150.1555793
2	1	0.3	0.4	0.1	0	1	0.1	0.2	1.1	0.1	0.4	1.2	0.1	-0.05882263184	0.27	-0.03715515137	0.3865	-0.01289367676	0.4023	0.6628281231	139.7192139	0.6605462563	0.1237313578	0.09112570716	0.03260565068	144.6958337
2	1	0.3	0.4	0.12	0	1	0.1	0.2	1.12	0.1	0.4	1.24	0.1	-0.07102966309	0.275	-0.04325866699	0.3633	-0.009841918945	0.3786	0.662235328	136.597725	0.6601085257	0.124014177	0.09154313261	0.03247104445	141.7916209
2	1	0.3	0.4	0.14	0	1	0.1	0.2	1.14	0.1	0.4	1.28	0.1	-0.08323669434	0.2809	-0.04936218262	0.3471	-0.007553100586	0.3607	0.6617634776	134.7159244	0.6593688292	0.1244907258	0.09205029887	0.03244042697	139.6550396
2	1	0.3	0.4	0.16	0	1	0.1	0.2	1.16	0.1	0.4	1.32	0.1	-0.09590148926	0.2875	-0.05561828613	0.335	-0.005722045898	0.3467	0.6613922427	133.6681442	0.6590220673	0.124618881	0.0922381644	0.03238071658	138.5920908
2	1	0.3	0.4	0.18	0	1	0.1	0.2	1.18	0.1	0.4	1.36	0.1	-0.1087188721	0.2951	-0.06217956543	0.3257	-0.004196166992	0.3356	0.6611045624	133.3669853	0.6586134507	0.1249949546	0.09259863165	0.03239632295	138.2886543
2	1	0.3	0.4	0.2	0	1	0.1	0.2	1.2	0.1	0.4	1.4	0.1	-0.1218414307	0.304	-0.06874084473	0.3187	-0.002975463867	0.3265	0.6608859513	133.6380561	0.6583260812	0.1251148238	0.09271546353	0.03239936029	138.5727797
2	1	0.3	0.5	0.02	0	1	0.1	0.25	1.02	0.1	0.5	1.04	0.1	-0.0106048584	0.2451	-0.02250671387	1.752	-0.05561828613	1.3922	0.6908105171	206.8866712	0.6905058889	0.1014298765	0.06116543202	0.04026444449	211.813928
2	1	0.3	0.5	0.04	0	1	0.1	0.25	1.04	0.1	0.5	1.08	0.1	-0.02128601074	0.2481	-0.0267791748	0.8791	-0.04508972168	0.7267	0.670558141	193.7144431	0.6688220587	0.1196040925	0.08577558908	0.03382850344	198.8985373
2	1	0.3	0.5	0.06	0	1	0.1	0.25	1.06	0.1	0.5	1.12	0.1	-0.03196716309	0.2515	-0.03105163574	0.5974	-0.0365447998	0.5469	0.6686571431	168.7462912	0.6666053827	0.1205855668	0.08725228304	0.03333328378	173.7088683
2	1	0.3	0.5	0.08	0	1	0.1	0.25	1.08	0.1	0.5	1.16	0.1	-0.04280090332	0.2554	-0.03593444824	0.4821	-0.02937316895	0.4744	0.6670623911	154.0007799	0.6648985982	0.1214525809	0.08845731535	0.03299526559	158.9407458
2	1	0.3	0.5	0.1	0	1	0.1	0.25	1.1	0.1	0.5	1.2	0.1	-0.05378723145	0.2598	-0.04081726074	0.4267	-0.02372741699	0.4325	0.6657291104	146.3327557	0.663518027	0.1218577462	0.08918680055	0.03267094564	151.5113555
2	1	0.3	0.5	0.12	0	1	0.1	0.25	1.12	0.1	0.5	1.24	0.1	-0.06477355957	0.2649	-0.04585266113	0.3934	-0.01899719238	0.4039	0.6646185635	141.7951592	0.662499001	0.1223891104	0.08990254434	0.03248656605	146.9884881
2	1	0.3	0.5	0.14	0	1	0.1	0.25	1.14	0.1	0.5	1.28	0.1	-0.07606506348	0.2707	-0.05104064941	0.3704	-0.01502990723	0.3827	0.6636978985	138.9154515	0.6612625988	0.1233095017	0.09085739527	0.03245210642	143.8564573
2	1	0.3	0.5	0.16	0	1	0.1	0.25	1.16	0.1	0.5	1.32	0.1	-0.08750915527	0.2773	-0.05653381348	0.3536	-0.01182556152	0.366	0.662939685	137.0287619	0.6603861956	0.1238078022	0.09138689806	0.03242090412	142.0125191
2	1	0.3	0.5	0.18	0	1	0.1	0.25	1.18	0.1	0.5	1.36	0.1	-0.09925842285	0.2848	-0.06233215332	0.3406	-0.009384155273	0.3524	0.6623211218	135.8037656	0.6598015188	0.1240822098	0.0917515632	0.03233064662	140.7876075
2	1	0.3	0.5	0.2	0	1	0.1	0.25	1.2	0.1	0.5	1.4	0.1	-0.1113128662	0.2936	-0.06813049316	0.3305	-0.007095336914	0.3415	0.6618227621	135.3918464	0.6592673094	0.124516933	0.09217963224	0.03233730077	140.4394971
2	1	0.3	0.6	0.02	0	1	0.1	0.3	1.02	0.1	0.6	1.04	0.1	-0.009536743164	0.2334	-0.03349304199	2.1401	-0.08262634277	1.6082	0.7086617523	208.6247722	0.7082471826	0.09811606068	0.05658961581	0.04152644487	213.8027902
2	1	0.3	0.6	0.04	0	1	0.1	0.3	1.04	0.1	0.6	1.08	0.1	-0.01899719238	0.2364	-0.03623962402	1.0783	-0.0675201416	0.8323	0.6775179272	202.1800275	0.6758200555	0.1169833638	0.08238731977	0.03459604408	207.1788624
2	1	0.3	0.6	0.06	0	1	0.1	0.3	1.06	0.1	0.6	1.12	0.1	-0.02861022949	0.2398	-0.03944396973	0.7253	-0.05561828613	0.6043	0.6746667441	180.6003094	0.6727064049	0.1180004675	0.08418741659	0.03381305094	185.5759597
2	1	0.3	0.6	0.08	0	1	0.1	0.3	1.08	0.1	0.6	1.16	0.1	-0.03837585449	0.2436	-0.04295349121	0.5603	-0.04600524902	0.5117	0.6722257736	162.5774619	0.6700302223	0.119122818	0.08585723247	0.03326558551	167.497487
2	1	0.3	0.6	0.1	0	1	0.1	0.3	1.1	0.1	0.6	1.2	0.1	-0.04814147949	0.248	-0.04676818848	0.4779	-0.03776550293	0.4613	0.670135979	152.7140315	0.6680567937	0.1198629353	0.08703399314	0.0328289422	157.6990962
2	1	0.3	0.6	0.12	0	1	0.1	0.3	1.12	0.1	0.6	1.24	0.1	-0.05790710449	0.2532	-0.05058288574	0.4303	-0.03105163574	0.4278	0.6683511804	146.6767986	0.6659989689	0.1207226011	0.08814102836	0.0325815727	151.6598543
2	1	0.3	0.6	0.14	0	1	0.1	0.3	1.14	0.1	0.6	1.28	0.1	-0.06797790527	0.259	-0.05485534668	0.3986	-0.02540588379	0.4032	0.6668305396	142.6990146	0.6643937087	0.1215487707	0.08913300767	0.03241576302	147.6886867
2	1	0.3	0.6	0.16	0	1	0.1	0.3	1.16	0.1	0.6	1.32	0.1	-0.07820129395	0.2656	-0.05928039551	0.3758	-0.02067565918	0.3842	0.6655394929	140.0313635	0.6631097003	0.122287095	0.08999907739	0.03228801764	144.9897508
2	1	0.3	0.6	0.18	0	1	0.1	0.3	1.18	0.1	0.6	1.36	0.1	-0.0887298584	0.2731	-0.06401062012	0.3584	-0.01655578613	0.3689	0.6644495972	138.3190351	0.66187557	0.1228816267	0.09062949745	0.03225212922	143.3020018
2	1	0.3	0.6	0.2	0	1	0.1	0.3	1.2	0.1	0.6	1.4	0.1	-0.09956359863	0.2818	-0.06889343262	0.3448	-0.01319885254	0.3562	0.6635372361	137.1593156	0.6611492704	0.1232102052	0.0910467892	0.03216341596	142.3773251
2	1	0.3	0.7	0.02	0	1	0.1	0.35	1.02	0.1	0.7	1.04	0.1	-0.008316040039	0.2193	-0.04814147949	2.558	-0.1149749756	1.8152	0.7289313372	207.5393504	0.728610414	0.0948331872	0.05238550401	0.04244768319	212.7789893
2	1	0.3	0.7	0.04	0	1	0.1	0.35	1.04	0.1	0.7	1.08	0.1	-0.01655578613	0.2223	-0.0496673584	1.2885	-0.09544372559	0.9359	0.6895124277	206.7856854	0.6893071436	0.08813930559	0.04895105907	0.03918824652	212.026185
2	1	0.3	0.7	0.06	0	1	0.1	0.35	1.06	0.1	0.7	1.12	0.1	-0.02479553223	0.2258	-0.0511932373	0.8666	-0.07926940918	0.6649	0.6829247243	189.0352259	0.6810738669	0.1148183757	0.08049657197	0.03432180374	194.0210648
2	1	0.3	0.7	0.08	0	1	0.1	0.35	1.08	0.1	0.7	1.16	0.1	-0.03318786621	0.2297	-0.05302429199	0.6588	-0.06645202637	0.5501	0.6794594609	170.7176131	0.6776309714	0.1158379419	0.0823738313	0.03346411065	175.6444345
2	1	0.3	0.7	0.1	0	1	0.1	0.35	1.1	0.1	0.7	1.2	0.1	-0.0415802002	0.2342	-0.05531311035	0.5444	-0.05531311035	0.4897	0.6764387728	158.8981775	0.6746325319	0.1170585025	0.08415863788	0.03289986458	163.8838129
2	1	0.3	0.7	0.12	0	1	0.1	0.35	1.12	0.1	0.7	1.24	0.1	-0.05012512207	0.2393	-0.05805969238	0.4773	-0.04661560059	0.4505	0.6738071865	154.4287826	0.6719942826	0.1177561196	0.08536135349	0.03239476609	159.6115193
2	1	0.3	0.7	0.14	0	1	0.1	0.35	1.14	0.1	0.7	1.28	0.1	-0.05897521973	0.2449	-0.0611114502	0.434	-0.03868103027	0.4229	0.6715180708	146.3524732	0.6695202644	0.1190752365	0.08686475908	0.0322104774	151.2991931
2	1	0.3	0.7	0.16	0	1	0.1	0.35	1.16	0.1	0.7	1.32	0.1	-0.06782531738	0.2515	-0.0643157959	0.4035	-0.03227233887	0.4014	0.6695299166	142.846639	0.6672784554	0.1200216033	0.08796369839	0.03205790494	147.839619
2	1	0.3	0.7	0.18	0	1	0.1	0.35	1.18	0.1	0.7	1.36	0.1	-0.07682800293	0.2592	-0.06767272949	0.3806	-0.02647399902	0.3844	0.6678092027	140.5027098	0.6653531984	0.1210827266	0.08906154589	0.03202118072	145.4822563
2	1	0.3	0.7	0.2	0	1	0.1	0.35	1.2	0.1	0.7	1.4	0.1	-0.08613586426	0.2679	-0.07148742676	0.3627	-0.02159118652	0.3703	0.6663275903	138.9294699	0.6641052081	0.1215562792	0.08964374845	0.03191253071	144.1162695
2	1	0.3	0.8	0.02	0	1	0.1	0.4	1.02	0.1	0.8	1.04	0.1	-0.006790161133	0.2015	-0.06889343262	3.0206	-0.1546478271	2.0179	0.7529774275	203.1475886	0.7527457646	0.09146863482	0.04846602344	0.04300261138	208.224079
2	1	0.3	0.8	0.04	0	1	0.1	0.4	1.04	0.1	0.8	1.08	0.1	-0.01350402832	0.2046	-0.06843566895	1.5218	-0.1294708252	1.04	0.7133967149	207.6524306	0.7133647741	0.08448956049	0.04493754919	0.0395520113	212.8430088
2	1	0.3	0.8	0.06	0	1	0.1	0.4	1.06	0.1	0.8	1.12	0.1	-0.02021789551	0.2081	-0.06782531738	1.0246	-0.1081085205	0.7305	0.6942922092	192.9948307	0.6928368924	0.1111556482	0.07616214566	0.03499350252	197.984715
2	1	0.3	0.8	0.08	0	1	0.1	0.4	1.08	0.1	0.8	1.16	0.1	-0.02708435059	0.2121	-0.06767272949	0.7763	-0.09178161621	0.5923	0.6895693476	177.7610745	0.6879695843	0.1120608608	0.07833489866	0.03372596216	182.9648751
2	1	0.3	0.8	0.1	0	1	0.1	0.4	1.1	0.1	0.8	1.2	0.1	-0.03395080566	0.2166	-0.06813049316	0.6314	-0.07743835449	0.5196	0.6853942827	165.2495388	0.683718405	0.1137756341	0.08076478627	0.03301084788	170.1926228
2	1	0.3	0.8	0.12	0	1	0.1	0.4	1.12	0.1	0.8	1.24	0.1	-0.04096984863	0.2217	-0.06950378418	0.5406	-0.0659942627	0.4738	0.6816952444	156.0283419	0.6800630816	0.1148634924	0.08249546392	0.0323680285	160.9496214
2	1	0.3	0.8	0.14	0	1	0.1	0.4	1.14	0.1	0.8	1.28	0.1	-0.04814147949	0.2274	-0.0708770752	0.4816	-0.05592346191	0.4421	0.6784184849	150.288396	0.676475032	0.1162667376	0.0842644237	0.0320023139	155.22295
2	1	0.3	0.8	0.16	0	1	0.1	0.4	1.16	0.1	0.8	1.32	0.1	-0.05531311035	0.2342	-0.0724029541	0.4404	-0.04722595215	0.4182	0.6755184945	145.7618545	0.6733499336	0.1174640885	0.08567470366	0.03178938488	150.7467155
2	1	0.3	0.8	0.18	0	1	0.1	0.4	1.18	0.1	0.8	1.36	0.1	-0.06278991699	0.2417	-0.07438659668	0.41	-0.03959655762	0.3993	0.6729564927	142.744295	0.6708683062	0.118497205	0.08688943963	0.0316077654	147.6623672
2	1	0.3	0.8	0.2	0	1	0.1	0.4	1.2	0.1	0.8	1.4	0.1	-0.07041931152	0.2505	-0.07682800293	0.3863	-0.03303527832	0.3837	0.6707001677	140.5784197	0.6686736066	0.1194837793	0.08794640781	0.03153737147	145.55784
2	1	0.3	0.9	0.02	0	1	0.1	0.45	1.02	0.1	0.9	1.04	0.1	-0.004806518555	0.176	-0.09956359863	3.5838	-0.2114105225	2.226	0.7843021564	192.0036159	0.7843667719	0.0882031322	0.04507422986	0.04312890234	196.993723
2	1	0.3	0.9	0.04	0	1	0.1	0.45	1.04	0.1	0.9	1.08	0.1	-0.009536743164	0.1792	-0.09666442871	1.8077	-0.1740264893	1.1524	0.7446009628	203.3369864	0.7445864238	0.08126616401	0.04160875852	0.03965740549	208.2689436
2	1	0.3	0.9	0.06	0	1	0.1	0.45	1.06	0.1	0.9	1.12	0.1	-0.01426696777	0.1829	-0.09315490723	1.2176	-0.1477813721	0.8037	0.7110671911	193.1278066	0.710147109	0.1061225636	0.07031590609	0.03580665748	198.3076971
