r	mu	stdev	T	lambda	t1	c1	c_hat1	t2	c2	c_hat2	t3	c3	c_hat3	b3	b_hat3	b2	b_hat2	b1	b_hat1	V_M	DP_Time	mean_M	var_M	semivar_MD	semivar_MU	TotalTime
2	1	0.1	0.1	0.1	0	1	1	0.05	1.1	0.9	0.1	1.2	0.8	-0.02403259277	0.02403259277	-0.01747131348	0.0186920166	0.001449584961	0.001449584961	0.9210489984	1.014616517	0.920669505	0.0137451956	0.01002945286	0.003715742744	7.236971394
2	1	0.1	0.1	0.12	0	1	1	0.05	1.12	0.88	0.1	1.24	0.76	-0.02891540527	0.02891540527	-0.01960754395	0.01945495605	0.0008392333984	0.0008392333984	0.920772957	1.373048883	0.9204461738	0.01370271573	0.01003828395	0.003664431778	7.603452377
2	1	0.1	0.1	0.14	0	1	1	0.05	1.14	0.86	0.1	1.28	0.72	-0.03395080566	0.03395080566	-0.02067565918	0.02098083496	0.0006866455078	0.0006866455078	0.9205555179	1.052498339	0.9201237651	0.01375904845	0.01010214516	0.00365690329	7.271635037
2	1	0.1	0.1	0.16	0	1	1	0.05	1.16	0.84	0.1	1.32	0.68	-0.03913879395	0.03913879395	-0.0220489502	0.02265930176	0.0002288818359	0.0002288818359	0.9203871496	1.07366485	0.9199521303	0.01375636833	0.01012454173	0.003631826594	7.243681263
2	1	0.1	0.1	0.18	0	1	1	0.05	1.18	0.82	0.1	1.36	0.64	-0.04432678223	0.04432678223	-0.02433776855	0.02449035645	0.0003814697266	0.0003814697266	0.9202565006	1.431477491	0.9198367251	0.01378334705	0.01015927237	0.003624074677	7.591342064
2	1	0.1	0.1	0.2	0	1	1	0.05	1.2	0.8	0.1	1.4	0.6	-0.04981994629	0.04981994629	-0.02601623535	0.02632141113	0.0003814697266	0.0003814697266	0.9201570074	1.139405969	0.9196837076	0.01382682592	0.01020233304	0.003624492881	7.326178553
2	1	0.1	0.2	0.02	0	1	1	0.1	1.02	0.98	0.2	1.04	0.96	-0.004501342773	0.004501342773	-0.0154876709	0.02723693848	0.01075744629	0.01075744629	0.9270040905	0.9617317719	0.9269434077	0.01330899044	0.009144326243	0.004164664198	7.138626578
2	1	0.1	0.2	0.04	0	1	1	0.1	1.04	0.96	0.2	1.08	0.92	-0.008926391602	0.008926391602	-0.02082824707	0.02479553223	0.003280639648	0.003280639648	0.9259373036	1.400568136	0.9258147453	0.01327764403	0.009227500133	0.004050143893	7.597111654
2	1	0.1	0.2	0.06	0	1	1	0.1	1.06	0.94	0.2	1.12	0.88	-0.01350402832	0.01350402832	-0.0203704834	0.0235748291	0.003433227539	0.003433227539	0.9249856465	0.9778884011	0.9247134821	0.01336110632	0.009360454745	0.004000651574	7.158069156
2	1	0.1	0.2	0.08	0	1	1	0.1	1.08	0.92	0.2	1.16	0.84	-0.01808166504	0.01808166504	-0.02235412598	0.02311706543	0.002212524414	0.002212524414	0.9241714415	0.9831604268	0.9238672678	0.0133686725	0.0094497197	0.0039189528	7.293215346
2	1	0.1	0.2	0.1	0	1	1	0.1	1.1	0.9	0.2	1.2	0.8	-0.02265930176	0.02265930176	-0.02250671387	0.02388000488	0.001449584961	0.001449584961	0.923469033	0.9908751601	0.9231768484	0.0134026026	0.009538766177	0.003863836428	7.183353516
2	1	0.1	0.2	0.12	0	1	1	0.1	1.12	0.88	0.2	1.24	0.76	-0.02738952637	0.02738952637	-0.02372741699	0.02449035645	0.0008392333984	0.0008392333984	0.9228678214	1.000312758	0.9224340983	0.01344638288	0.009633860323	0.003812522555	7.231454103
2	1	0.1	0.2	0.14	0	1	1	0.1	1.14	0.86	0.2	1.28	0.72	-0.03211975098	0.03211975098	-0.02464294434	0.02540588379	0.0006866455078	0.0006866455078	0.9223541367	1.010257413	0.9219621822	0.01347596676	0.009707236416	0.00376873034	7.319378236
2	1	0.1	0.2	0.16	0	1	1	0.1	1.16	0.84	0.2	1.32	0.68	-0.03684997559	0.03684997559	-0.02601623535	0.02647399902	0.0009918212891	0.0009918212891	0.9219165126	1.055452755	0.9214007319	0.01357176973	0.009814495575	0.003757274151	7.271268805
2	1	0.1	0.2	0.18	0	1	1	0.1	1.18	0.82	0.2	1.36	0.64	-0.04188537598	0.04188537598	-0.02723693848	0.02769470215	0.0009918212891	0.0009918212891	0.9215474757	1.034392459	0.9210980558	0.0136207136	0.009889693633	0.003731019969	7.254276839
2	1	0.1	0.2	0.2	0	1	1	0.1	1.2	0.8	0.2	1.4	0.6	-0.04692077637	0.04692077637	-0.02876281738	0.02891540527	0.0003814697266	0.0003814697266	0.9212391473	1.054669026	0.9207266511	0.0136236919	0.009933429521	0.003690262381	7.319399691
2	1	0.1	0.3	0.02	0	1	1	0.15	1.02	0.98	0.3	1.04	0.96	-0.004196166992	0.004196166992	-0.02449035645	0.03135681152	0.01472473145	0.01472473145	0.931293623	1.122403256	0.9311876256	0.01298691687	0.008571792357	0.004415124511	7.299417213
2	1	0.1	0.3	0.04	0	1	1	0.15	1.04	0.96	0.3	1.08	0.92	-0.00846862793	0.00846862793	-0.02449035645	0.02937316895	0.006790161133	0.006790161133	0.929910801	0.9656085169	0.9297454508	0.01300136801	0.008693855703	0.004307512305	7.145830585
2	1	0.1	0.3	0.06	0	1	1	0.15	1.06	0.94	0.3	1.12	0.88	-0.01258850098	0.01258850098	-0.0252532959	0.02830505371	0.003128051758	0.003128051758	0.9286602019	0.9711882859	0.9285105039	0.01296513416	0.008776639992	0.00418849417	7.223124544
2	1	0.1	0.3	0.08	0	1	1	0.15	1.08	0.92	0.3	1.16	0.84	-0.01686096191	0.01686096191	-0.02662658691	0.02815246582	0.00373840332	0.00373840332	0.9275235091	1.255329135	0.9272912384	0.01307797756	0.008946438647	0.004131538916	7.436757503
2	1	0.1	0.3	0.1	0	1	1	0.15	1.1	0.9	0.3	1.2	0.8	-0.02113342285	0.02113342285	-0.02647399902	0.0284576416	0.002059936523	0.002059936523	0.9265193744	0.9824916839	0.9262164341	0.01309365613	0.009046405113	0.004047251013	7.172274502
2	1	0.1	0.3	0.12	0	1	1	0.15	1.12	0.88	0.3	1.24	0.76	-0.02555847168	0.02555847168	-0.02738952637	0.02876281738	0.001754760742	0.001754760742	0.9256207494	0.9987725129	0.9252477593	0.01315494736	0.009169399698	0.003985547666	7.202291306
2	1	0.1	0.3	0.14	0	1	1	0.15	1.14	0.86	0.3	1.28	0.72	-0.02998352051	0.02998352051	-0.02830505371	0.02952575684	0.001602172852	0.001602172852	0.9248230809	1.236357935	0.9243846841	0.01322506394	0.009288775279	0.003936288665	7.415724582
2	1	0.1	0.3	0.16	0	1	1	0.15	1.16	0.84	0.3	1.32	0.68	-0.03456115723	0.03456115723	-0.02967834473	0.03028869629	0.001602172852	0.001602172852	0.9241169624	1.007139575	0.923625166	0.01330456852	0.009413677995	0.003890890522	7.18063056
2	1	0.1	0.3	0.18	0	1	1	0.15	1.18	0.82	0.3	1.36	0.64	-0.03913879395	0.03913879395	-0.0301361084	0.03105163574	0.0009918212891	0.0009918212891	0.9234977449	1.018098754	0.9229789572	0.01334858605	0.009505352543	0.003843233512	7.194791622
2	1	0.1	0.3	0.2	0	1	1	0.15	1.2	0.8	0.3	1.4	0.6	-0.04386901855	0.04386901855	-0.03135681152	0.0318145752	0.0005340576172	0.0005340576172	0.9229535351	1.305529573	0.9224521304	0.01336902392	0.009579926446	0.003789097474	7.485272404
2	1	0.1	0.4	0.02	0	1	1	0.2	1.02	0.98	0.4	1.04	0.96	-0.003890991211	0.003890991211	-0.02433776855	0.03425598145	0.01411437988	0.01411437988	0.9359911961	0.9588639929	0.9359791589	0.01261537403	0.007995084656	0.004620289373	7.136912724
2	1	0.1	0.4	0.04	0	1	1	0.2	1.04	0.96	0.4	1.08	0.92	-0.007705688477	0.007705688477	-0.02937316895	0.0318145752	0.009841918945	0.009841918945	0.9343180132	0.9634799182	0.934269576	0.01266054192	0.0081402658	0.004520276117	7.141674236
2	1	0.1	0.4	0.06	0	1	1	0.2	1.06	0.94	0.4	1.12	0.88	-0.01167297363	0.01167297363	-0.02967834473	0.03227233887	0.004959106445	0.004959106445	0.9327981872	1.356088288	0.9326150955	0.01267523599	0.008274330116	0.004400905874	7.537387255
2	1	0.1	0.4	0.08	0	1	1	0.2	1.08	0.92	0.4	1.16	0.84	-0.01564025879	0.01564025879	-0.02983093262	0.03211975098	0.002670288086	0.002670288086	0.9313951538	0.9800842521	0.9311491638	0.01268805754	0.008396576572	0.004291480967	7.160212738
2	1	0.1	0.4	0.1	0	1	1	0.2	1.1	0.9	0.4	1.2	0.8	-0.01960754395	0.01960754395	-0.0301361084	0.0316619873	0.002517700195	0.002517700195	0.930105313	0.9773395481	0.9298380398	0.01274608535	0.008532384978	0.004213700368	7.155899888
2	1	0.1	0.4	0.12	0	1	1	0.2	1.12	0.88	0.4	1.24	0.76	-0.02372741699	0.02372741699	-0.03074645996	0.03227233887	0.002059936523	0.002059936523	0.9289302021	1.42547456	0.9286398854	0.01281701912	0.008678825986	0.004138193136	7.658932917
2	1	0.1	0.4	0.14	0	1	1	0.2	1.14	0.86	0.4	1.28	0.72	-0.02769470215	0.02769470215	-0.0318145752	0.03303527832	0.001907348633	0.001907348633	0.9278603381	0.9880522101	0.9274822352	0.01289520259	0.008818710657	0.00407649193	7.170387471
2	1	0.1	0.4	0.16	0	1	1	0.2	1.16	0.84	0.4	1.32	0.68	-0.03196716309	0.03196716309	-0.03227233887	0.0333404541	0.00114440918	0.00114440918	0.9268922498	0.993628395	0.9264456581	0.01292167274	0.008921481826	0.004000190918	7.173777132
2	1	0.1	0.4	0.18	0	1	1	0.2	1.18	0.82	0.4	1.36	0.64	-0.03623962402	0.03623962402	-0.03364562988	0.03395080566	0.0009918212891	0.0009918212891	0.9260144317	1.51809873	0.9254874716	0.01300045738	0.009053307259	0.003947150122	7.741979354
2	1	0.1	0.4	0.2	0	1	1	0.2	1.2	0.8	0.4	1.4	0.6	-0.04066467285	0.04066467285	-0.03379821777	0.03471374512	0.0008392333984	0.0008392333984	0.9252226966	1.01710365	0.9246183005	0.01309312945	0.009184286825	0.003908842629	7.242258749
2	1	0.1	0.5	0.02	0	1	1	0.25	1.02	0.98	0.5	1.04	0.96	-0.00358581543	0.00358581543	-0.02983093262	0.0415802002	0.0220489502	0.0220489502	0.9411009563	0.958588507	0.9411408754	0.01229587205	0.007473783795	0.004822088255	7.216240618
2	1	0.1	0.5	0.04	0	1	1	0.25	1.04	0.96	0.5	1.08	0.92	-0.007095336914	0.007095336914	-0.03196716309	0.03608703613	0.006637573242	0.006637573242	0.939246867	1.32417592	0.9391798345	0.01225336428	0.00758597677	0.00466738751	7.555170869
2	1	0.1	0.5	0.06	0	1	1	0.25	1.06	0.94	0.5	1.12	0.88	-0.0106048584	0.0106048584	-0.03288269043	0.03608703613	0.004653930664	0.004653930664	0.9374601143	0.9655469821	0.9373220047	0.01229991395	0.007738554138	0.004561359811	7.197196318
2	1	0.1	0.5	0.08	0	1	1	0.25	1.08	0.92	0.5	1.16	0.84	-0.01426696777	0.01426696777	-0.0316619873	0.03562927246	0.004959106445	0.004959106445	0.9357859093	0.9690584298	0.9355707596	0.01239565543	0.007911086653	0.004484568777	7.208514623
2	1	0.1	0.5	0.1	0	1	1	0.25	1.1	0.9	0.5	1.2	0.8	-0.01792907715	0.01792907715	-0.03364562988	0.03593444824	0.004959106445	0.004959106445	0.9342318872	1.305517795	0.9339827266	0.01247465872	0.008073435418	0.004401223305	7.558902656
2	1	0.1	0.5	0.12	0	1	1	0.25	1.12	0.88	0.5	1.24	0.76	-0.02159118652	0.02159118652	-0.03440856934	0.03608703613	0.002517700195	0.002517700195	0.9328046334	0.97780235	0.9324276789	0.01247935732	0.008191461853	0.004287895463	7.210513554
2	1	0.1	0.5	0.14	0	1	1	0.25	1.14	0.86	0.5	1.28	0.72	-0.02540588379	0.02540588379	-0.03456115723	0.03593444824	0.002212524414	0.002212524414	0.9314712386	0.9817401159	0.9311055265	0.01255875627	0.008348012711	0.004210743558	7.219049912
2	1	0.1	0.5	0.16	0	1	1	0.25	1.16	0.84	0.5	1.32	0.68	-0.02922058105	0.02922058105	-0.03547668457	0.03639221191	0.001907348633	0.001907348633	0.9302378683	1.371299625	0.9298758471	0.01260824312	0.008475979925	0.00413226319	7.604721535
2	1	0.1	0.5	0.18	0	1	1	0.25	1.18	0.82	0.5	1.36	0.64	-0.03303527832	0.03303527832	-0.03578186035	0.0365447998	0.001602172852	0.001602172852	0.9291007172	0.990613342	0.9286285528	0.0126885726	0.008614220611	0.004074351985	7.220546904
2	1	0.1	0.5	0.2	0	1	1	0.25	1.2	0.8	0.5	1.4	0.6	-0.03715515137	0.03715515137	-0.03639221191	0.03715515137	0.0009918212891	0.0009918212891	0.9280554896	0.995767667	0.927624593	0.01273142771	0.008731721503	0.003999706209	7.176866531
2	1	0.1	0.6	0.02	0	1	1	0.3	1.02	0.98	0.6	1.04	0.96	-0.003128051758	0.003128051758	-0.02861022949	0.04096984863	0.02510070801	0.02510070801	0.9468335921	1.312465584	0.9468878179	0.01194210498	0.006963621754	0.004978483226	7.492036853
2	1	0.1	0.6	0.04	0	1	1	0.3	1.04	0.96	0.6	1.08	0.92	-0.006332397461	0.006332397461	-0.03410339355	0.04035949707	0.008926391602	0.008926391602	0.9447576361	0.9605965461	0.944816081	0.0119317297	0.007102641831	0.004829087872	7.147961272
2	1	0.1	0.6	0.06	0	1	1	0.3	1.06	0.94	0.6	1.12	0.88	-0.009536743164	0.009536743164	-0.0350189209	0.03959655762	0.006790161133	0.006790161133	0.9427362947	0.9634801301	0.9427360801	0.01197363134	0.007256825346	0.004716805995	7.144505941
2	1	0.1	0.6	0.08	0	1	1	0.3	1.08	0.92	0.6	1.16	0.84	-0.01274108887	0.01274108887	-0.03547668457	0.03898620605	0.004959106445	0.004959106445	0.9408304383	1.385374606	0.9406649856	0.01201494742	0.007403426895	0.004611520524	7.566352798
2	1	0.1	0.6	0.1	0	1	1	0.3	1.1	0.9	0.6	1.2	0.8	-0.01609802246	0.01609802246	-0.03623962402	0.03898620605	0.004959106445	0.004959106445	0.9390241795	0.9697459161	0.9387938908	0.0120994218	0.007576655906	0.004522765893	7.149169564
2	1	0.1	0.6	0.12	0	1	1	0.3	1.12	0.88	0.6	1.24	0.76	-0.01930236816	0.01930236816	-0.0365447998	0.03898620605	0.002212524414	0.002212524414	0.9373392246	0.9817892311	0.9370816294	0.0120959356	0.007695923638	0.004400011966	7.160468229
2	1	0.1	0.6	0.14	0	1	1	0.3	1.14	0.86	0.6	1.28	0.72	-0.02265930176	0.02265930176	-0.03761291504	0.03913879395	0.002212524414	0.002212524414	0.9357423805	1.372471775	0.9354129979	0.01217751387	0.007857201069	0.004320312802	7.556104156
2	1	0.1	0.6	0.16	0	1	1	0.3	1.16	0.84	0.6	1.32	0.68	-0.02601623535	0.02601623535	-0.03776550293	0.03898620605	0.001754760742	0.001754760742	0.9342449455	0.982029804	0.9338782281	0.01224548274	0.008005936498	0.004239546239	7.16212204
2	1	0.1	0.6	0.18	0	1	1	0.3	1.18	0.82	0.6	1.36	0.64	-0.02952575684	0.02952575684	-0.03852844238	0.03944396973	0.001602172852	0.001602172852	0.9328404439	0.9834930589	0.9323102299	0.01233634465	0.00816106264	0.004175282006	7.165418573
2	1	0.1	0.6	0.2	0	1	1	0.3	1.2	0.8	0.6	1.4	0.6	-0.03318786621	0.03318786621	-0.03898620605	0.03974914551	0.001449584961	0.001449584961	0.9315274789	1.469349332	0.9309603179	0.01243514425	0.008322822014	0.00411232224	7.648746831
2	1	0.1	0.7	0.02	0	1	1	0.35	1.02	0.98	0.7	1.04	0.96	-0.002822875977	0.002822875977	-0.02922058105	0.04951477051	0.01518249512	0.01518249512	0.9534455695	0.9574833009	0.9534766717	0.01152807058	0.006471447673	0.005056622903	7.153222092
2	1	0.1	0.7	0.04	0	1	1	0.35	1.04	0.96	0.7	1.08	0.92	-0.005569458008	0.005569458008	-0.03608703613	0.04402160645	0.007858276367	0.007858276367	0.9511152979	0.9595567579	0.9511244959	0.01154626204	0.006617928145	0.004928333892	7.1420266
2	1	0.1	0.7	0.06	0	1	1	0.35	1.06	0.94	0.7	1.12	0.88	-0.008316040039	0.008316040039	-0.03776550293	0.04219055176	0.005569458008	0.005569458008	0.948872394	1.32138656	0.9488489426	0.0115808187	0.006768756155	0.004812062548	7.513690967
2	1	0.1	0.7	0.08	0	1	1	0.35	1.08	0.92	0.7	1.16	0.84	-0.01106262207	0.01106262207	-0.03929138184	0.04127502441	0.003433227539	0.003433227539	0.9467311451	0.964062541	0.9465323198	0.01160326543	0.006910919695	0.004692345737	7.14409365
2	1	0.1	0.7	0.1	0	1	1	0.35	1.1	0.9	0.7	1.2	0.8	-0.0138092041	0.0138092041	-0.03898620605	0.04203796387	0.004043579102	0.004043579102	0.9446751644	0.9667039081	0.9444609201	0.01169396236	0.00708330918	0.004610653176	7.146837692
2	1	0.1	0.7	0.12	0	1	1	0.35	1.12	0.88	0.7	1.24	0.76	-0.01670837402	0.01670837402	-0.03898620605	0.0415802002	0.004348754883	0.004348754883	0.9427158439	1.269375683	0.9424580288	0.01178300537	0.007253855712	0.004529149662	7.498121661
2	1	0.1	0.7	0.14	0	1	1	0.35	1.14	0.86	0.7	1.28	0.72	-0.01960754395	0.01960754395	-0.03959655762	0.0414276123	0.002517700195	0.002517700195	0.9408628242	0.9783527891	0.9406462069	0.01180042212	0.007383265336	0.004417156781	7.160758563
2	1	0.1	0.7	0.16	0	1	1	0.35	1.16	0.84	0.7	1.32	0.68	-0.02265930176	0.02265930176	-0.04020690918	0.0415802002	0.003128051758	0.003128051758	0.9390869431	0.9848372189	0.9387772388	0.0119071087	0.007558383926	0.004348724773	7.217034025
2	1	0.1	0.7	0.18	0	1	1	0.35	1.18	0.82	0.7	1.36	0.64	-0.02555847168	0.02555847168	-0.04020690918	0.04219055176	0.002517700195	0.002517700195	0.9374063583	1.24330293	0.937111814	0.01198825034	0.007715745473	0.004272504867	7.488420855
2	1	0.1	0.7	0.2	0	1	1	0.35	1.2	0.8	0.7	1.4	0.6	-0.02876281738	0.02876281738	-0.0414276123	0.04188537598	0.001602172852	0.001602172852	0.9358154667	0.9805597682	0.9354111307	0.01203846202	0.007856009894	0.004182452123	7.162599462
2	1	0.1	0.8	0.02	0	1	1	0.4	1.02	0.98	0.8	1.04	0.96	-0.002212524414	0.002212524414	-0.03486633301	0.05012512207	0.01976013184	0.01976013184	0.9612662347	0.9578561641	0.9614019392	0.01116775478	0.006032436135	0.005135318643	7.136367623
2	1	0.1	0.8	0.04	0	1	1	0.4	1.04	0.96	0.8	1.08	0.92	-0.004501342773	0.004501342773	-0.04020690918	0.0456237793	0.01014709473	0.01014709473	0.9587387166	1.130360425	0.9587352769	0.01117868075	0.006175393443	0.005003287312	7.430763028
2	1	0.1	0.8	0.06	0	1	1	0.4	1.06	0.94	0.8	1.12	0.88	-0.006790161133	0.006790161133	-0.03944396973	0.0464630127	0.00617980957	0.00617980957	0.9562787794	0.960087229	0.9563319519	0.01121863355	0.006327592098	0.00489104145	7.141885911
2	1	0.1	0.8	0.08	0	1	1	0.4	1.08	0.92	0.8	1.16	0.84	-0.009078979492	0.009078979492	-0.04219055176	0.04325866699	0.005111694336	0.005111694336	0.9538990851	0.9617929331	0.953824154	0.01123100075	0.006462943054	0.0047680577	7.144554416
2	1	0.1	0.8	0.1	0	1	1	0.4	1.1	0.9	0.8	1.2	0.8	-0.01136779785	0.01136779785	-0.04188537598	0.04417419434	0.003890991211	0.003890991211	0.9515999322	1.00690157	0.9515914032	0.01127638183	0.006614608807	0.004661773021	7.389173431
2	1	0.1	0.8	0.12	0	1	1	0.4	1.12	0.88	0.8	1.24	0.76	-0.01365661621	0.01365661621	-0.04203796387	0.04463195801	0.002517700195	0.002517700195	0.9493832704	0.966153108	0.9492937778	0.01133371994	0.006771596117	0.004562123821	7.198357941
2	1	0.1	0.8	0.14	0	1	1	0.4	1.14	0.86	0.8	1.28	0.72	-0.01609802246	0.01609802246	-0.04341125488	0.04325866699	0.002517700195	0.002517700195	0.9472431894	0.9678844251	0.9470009971	0.01138353488	0.006917161976	0.004466372909	7.203554794
2	1	0.1	0.8	0.16	0	1	1	0.4	1.16	0.84	0.8	1.32	0.68	-0.01838684082	0.01838684082	-0.04280090332	0.04386901855	0.001754760742	0.001754760742	0.9451835951	0.9698734039	0.945016062	0.01144223104	0.007067123045	0.004375107998	7.377798793
2	1	0.1	0.8	0.18	0	1	1	0.4	1.18	0.82	0.8	1.36	0.64	-0.02098083496	0.02098083496	-0.04295349121	0.04386901855	0.002059936523	0.002059936523	0.9431986813	0.9752940799	0.942945982	0.01155314364	0.007241773584	0.004311370053	7.211525405
2	1	0.1	0.8	0.2	0	1	1	0.4	1.2	0.8	0.8	1.4	0.6	-0.02342224121	0.02342224121	-0.04325866699	0.04402160645	0.001449584961	0.001449584961	0.9412949234	0.97451015	0.9410516905	0.01162471691	0.007396309818	0.004228407096	7.207035229
2	1	0.1	0.9	0.02	0	1	1	0.45	1.02	0.98	0.9	1.04	0.96	-0.001602172852	0.001602172852	-0.03791809082	0.0545501709	0.02296447754	0.02296447754	0.9715227248	0.9559451859	0.9716826756	0.01076345362	0.005628561634	0.005134891984	7.358150836
2	1	0.1	0.9	0.04	0	1	1	0.45	1.04	0.96	0.9	1.08	0.92	-0.003128051758	0.003128051758	-0.04295349121	0.04814147949	0.01121520996	0.01121520996	0.9688045038	0.956999362	0.9689071993	0.01080392682	0.005775560938	0.005028365886	7.186057482
2	1	0.1	0.9	0.06	0	1	1	0.45	1.06	0.94	0.9	1.12	0.88	-0.004806518555	0.004806518555	-0.0414276123	0.04844665527	0.007553100586	0.007553100586	0.9661177492	0.9582262612	0.9662158614	0.01082745106	0.005915262126	0.004912188938	7.197839183
2	1	0.1	0.9	0.08	0	1	1	0.45	1.08	0.92	0.9	1.16	0.84	-0.006332397461	0.006332397461	-0.04402160645	0.04722595215	0.005264282227	0.005264282227	0.9634945613	0.9593827329	0.9635821593	0.01083489133	0.006043631153	0.004791260182	7.313713147
2	1	0.1	0.9	0.1	0	1	1	0.45	1.1	0.9	0.9	1.2	0.8	-0.008010864258	0.008010864258	-0.04386901855	0.04707336426	0.002822875977	0.002822875977	0.9609300187	0.960779747	0.9609303476	0.01086724482	0.006188433074	0.004678811744	7.140651484
2	1	0.1	0.9	0.12	0	1	1	0.45	1.12	0.88	0.9	1.24	0.76	-0.009689331055	0.009689331055	-0.04432678223	0.04676818848	0.002975463867	0.002975463867	0.958416726	0.9627181289	0.9584156352	0.01091830362	0.006337219851	0.004581083764	7.143972444
2	1	0.1	0.9	0.14	0	1	1	0.45	1.14	0.86	0.9	1.28	0.72	-0.01136779785	0.01136779785	-0.04463195801	0.04661560059	0.002822875977	0.002822875977	0.955964539	0.970082565	0.9558619206	0.01099925859	0.006501272635	0.004497985955	7.31565776
2	1	0.1	0.9	0.16	0	1	1	0.45	1.16	0.84	0.9	1.32	0.68	-0.01304626465	0.01304626465	-0.04447937012	0.0463104248	0.002059936523	0.002059936523	0.9535744223	0.9808444139	0.9534987574	0.01105823763	0.006649054077	0.004409183558	7.217021454
2	1	0.1	0.9	0.18	0	1	1	0.45	1.18	0.82	0.9	1.36	0.64	-0.01472473145	0.01472473145	-0.04524230957	0.0464630127	0.002517700195	0.002517700195	0.9512393317	0.9659666989	0.9510344961	0.01118306252	0.006834653282	0.004348409234	7.146836693
2	1	0.1	0.9	0.2	0	1	1	0.45	1.2	0.8	0.9	1.4	0.6	-0.01655578613	0.01655578613	-0.04508972168	0.04615783691	0.001449584961	0.001449584961	0.9489710046	0.9671134169	0.9487595495	0.01121115318	0.006961422287	0.00424973089	7.346816447
2	1	0.15	0.1	0.02	0	1	1	0.05	1.02	0.98	0.1	1.04	0.96	-0.007095336914	0.007095336914	-0.01976013184	0.02754211426	0.01075744629	0.01075744629	0.8848202036	0.9749792251	0.8845074788	0.03062302246	0.02189732042	0.008725702039	7.152357637
2	1	0.15	0.1	0.04	0	1	1	0.05	1.04	0.96	0.1	1.08	0.92	-0.01426696777	0.01426696777	-0.0218963623	0.02571105957	0.005569458008	0.005569458008	0.8837894542	0.983936626	0.8833642715	0.03068618977	0.02208842139	0.008597768381	7.216047069
2	1	0.15	0.1	0.06	0	1	1	0.05	1.06	0.94	0.1	1.12	0.88	-0.02143859863	0.02143859863	-0.02388000488	0.02586364746	0.004043579102	0.004043579102	0.882953621	1.01880103	0.882582459	0.03070321392	0.02222246871	0.008480745211	7.374450456
2	1	0.15	0.1	0.08	0	1	1	0.05	1.08	0.92	0.1	1.16	0.84	-0.02876281738	0.02876281738	-0.02464294434	0.02647399902	0.002059936523	0.002059936523	0.8822914853	1.000421166	0.8816665855	0.03077239056	0.0223850574	0.008387333159	7.184523334
2	1	0.15	0.1	0.1	0	1	1	0.05	1.1	0.9	0.1	1.2	0.8	-0.03608703613	0.03608703613	-0.0267791748	0.02769470215	0.00114440918	0.00114440918	0.8817637328	1.015730879	0.881019006	0.03081360761	0.02250677456	0.008306833055	7.193724939
2	1	0.15	0.1	0.12	0	1	1	0.05	1.12	0.88	0.1	1.24	0.76	-0.04341125488	0.04341125488	-0.02906799316	0.02967834473	0.00129699707	0.00129699707	0.8813451943	1.034026699	0.8806844708	0.03088478912	0.02262729615	0.008257492975	7.406032276
2	1	0.15	0.1	0.14	0	1	1	0.05	1.14	0.86	0.1	1.28	0.72	-0.05104064941	0.05104064941	-0.03074645996	0.0316619873	0.0006866455078	0.0006866455078	0.8810201732	1.054114538	0.8802167453	0.03090785122	0.02269729887	0.008210552355	7.216365345
2	1	0.15	0.1	0.16	0	1	1	0.05	1.16	0.84	0.1	1.32	0.68	-0.05867004395	0.05867004395	-0.03395080566	0.03425598145	0.0006866455078	0.0006866455078	0.8807660208	1.079978972	0.8798868636	0.03100398056	0.02281616254	0.008187818018	7.244072106
2	1	0.15	0.1	0.18	0	1	1	0.05	1.18	0.82	0.1	1.36	0.64	-0.06660461426	0.06660461426	-0.03593444824	0.0366973877	0.0005340576172	0.0005340576172	0.8805708803	1.129064457	0.8797413526	0.03103572528	0.0228760302	0.008159695079	7.484750921
2	1	0.15	0.1	0.2	0	1	1	0.05	1.2	0.8	0.1	1.4	0.6	-0.07469177246	0.07469177246	-0.03898620605	0.03944396973	0.0006866455078	0.0006866455078	0.8804212427	1.138519835	0.8796441499	0.03110056328	0.02294750322	0.008153060057	7.295839573
2	1	0.15	0.2	0.02	0	1	1	0.1	1.02	0.98	0.2	1.04	0.96	-0.006790161133	0.006790161133	-0.0269317627	0.03898620605	0.02006530762	0.02006530762	0.8906747396	0.962269868	0.8904328546	0.02998484849	0.02060298144	0.009381867053	7.139199267
2	1	0.15	0.2	0.04	0	1	1	0.1	1.04	0.96	0.2	1.08	0.92	-0.01350402832	0.01350402832	-0.03028869629	0.03578186035	0.006790161133	0.006790161133	0.8890858533	0.969514135	0.8886948599	0.02990713346	0.02077330219	0.009133831272	7.331643625
2	1	0.15	0.2	0.06	0	1	1	0.1	1.06	0.94	0.2	1.12	0.88	-0.02021789551	0.02021789551	-0.0318145752	0.03486633301	0.007400512695	0.007400512695	0.8876523587	0.9772740339	0.887144367	0.03013463366	0.0211058342	0.00902879946	7.160412153
2	1	0.15	0.2	0.08	0	1	1	0.1	1.08	0.92	0.2	1.16	0.84	-0.02708435059	0.02708435059	-0.0333404541	0.03517150879	0.004348754883	0.004348754883	0.8864378635	0.9856266649	0.8859113538	0.03011469584	0.02127157918	0.008843116657	7.184128015
