r	mu	stdev	T	lambda	t1	c1	t2	c2	t3	c3	b3	b2	b1	V_M	n_S	b_S	V_S	DP_Time	mean_M	var_M	semivar_MD	semivar_MU	mean_S	var_S	semivar_SD	semivar_SU	TotalTime
2	1	0.1	0.1	0.06	0	1	0.05	1.06	0.1	1.12	-0.01426696777	-0.01808166504	-0.01411437988	0.9212490994	1	0	0.9202115439	1.339055688	0.9210792983	0.01360344	0.009951572882	0.003651867116	0.9195659821	0.0138247181	0.01025075545	0.003573962655	6.820466775
2	1	0.1	0.1	0.08	0	1	0.05	1.08	0.1	1.16	-0.01914978027	-0.01777648926	-0.01045227051	0.9208825759	1	0	0.9202115439	1.395611411	0.9207722339	0.01363578016	0.01001451059	0.00362126957	0.9196364758	0.01382271412	0.01025226645	0.00357044767	6.623405349
2	1	0.1	0.1	0.1	0	1	0.05	1.1	0.1	1.2	-0.02403259277	-0.01838684082	-0.007705688477	0.9206161938	1	0	0.9202115439	1.46122704	0.9203715211	0.01368887181	0.01007728639	0.003611585421	0.9195411305	0.01383738455	0.01026074851	0.003576636037	6.680363158
2	1	0.1	0.1	0.12	0	1	0.05	1.12	0.1	1.24	-0.02891540527	-0.01930236816	-0.005874633789	0.9204202762	1	0	0.9202115439	1.317256563	0.9201707141	0.01369579619	0.01010044345	0.003595352733	0.9195608496	0.01381869917	0.01024557643	0.003573122745	6.753799396
2	1	0.1	0.1	0.14	0	1	0.05	1.14	0.1	1.28	-0.03395080566	-0.02067565918	-0.004501342773	0.9202754047	1	0	0.9202115439	1.362172185	0.9200643856	0.01372066775	0.01013706986	0.003583597894	0.9196088289	0.01382562948	0.01025412281	0.003571506675	6.560505725
2	1	0.1	0.1	0.16	0	1	0.05	1.16	0.1	1.32	-0.03913879395	-0.02235412598	-0.003280639648	0.9201680705	1	0	0.9202115439	1.360814683	0.9198470918	0.01376828492	0.01017923222	0.003589052701	0.919516764	0.01383938049	0.01026213551	0.003577244973	6.555108218
2	1	0.1	0.1	0.18	0	1	0.05	1.18	0.1	1.36	-0.04432678223	-0.02418518066	-0.002517700195	0.9200887774	1	0	0.9202115439	1.515437747	0.9197531782	0.0137810486	0.01019695533	0.003584093265	0.9195135304	0.01384279239	0.01026437242	0.003578419973	6.709645035
2	1	0.1	0.1	0.2	0	1	0.05	1.2	0.1	1.4	-0.04981994629	-0.02616882324	-0.001907348633	0.9200303625	1	0	0.9202115439	1.753482474	0.919743554	0.01378288505	0.01020580287	0.003577082182	0.9195709319	0.01383356462	0.01025859506	0.003574969557	6.944527646
2	1	0.1	0.2	0.02	0	1	0.1	1.02	0.2	1.04	-0.004501342773	-0.03852844238	-0.05058288574	0.9260099927	1	0	0.9202115439	1.322837434	0.9259489167	0.01321735409	0.009232919232	0.003984434856	0.9194164793	0.01390409654	0.01031521627	0.003588880269	6.531398883
2	1	0.1	0.2	0.04	0	1	0.1	1.04	0.2	1.08	-0.008926391602	-0.03105163574	-0.03593444824	0.924647908	1	0	0.9202115439	1.331522753	0.9245513738	0.01329150772	0.00942275197	0.003868755754	0.9194433789	0.01389441265	0.01030774304	0.003586669615	6.566984635
2	1	0.1	0.2	0.06	0	1	0.1	1.06	0.2	1.12	-0.01350402832	-0.02754211426	-0.02738952637	0.9236559754	1	0	0.9202115439	1.368033831	0.9235430136	0.01333033079	0.009550462179	0.003779868608	0.9195067796	0.01387063419	0.01028954349	0.003581090695	6.83121713
2	1	0.1	0.2	0.08	0	1	0.1	1.08	0.2	1.16	-0.01808166504	-0.02586364746	-0.02159118652	0.9228954595	1	0	0.9202115439	1.393625493	0.9227206511	0.01340494556	0.009678655015	0.003726290541	0.9194643198	0.01388450796	0.01030022623	0.00358428173	6.60961977
2	1	0.1	0.2	0.1	0	1	0.1	1.1	0.2	1.2	-0.02265930176	-0.02510070801	-0.01731872559	0.9222974796	1	0	0.9202115439	1.402716307	0.9220261004	0.01347197226	0.009781621345	0.003690350919	0.9194213338	0.0138914085	0.0103039974	0.003587411102	6.612884994
2	1	0.1	0.2	0.12	0	1	0.1	1.12	0.2	1.24	-0.02738952637	-0.02510070801	-0.01396179199	0.921820547	1	0	0.9202115439	1.423941174	0.9216512949	0.01349525591	0.009847827508	0.003647428405	0.9195858549	0.01386110839	0.0102854871	0.003575621292	6.873519521
2	1	0.1	0.2	0.14	0	1	0.1	1.14	0.2	1.28	-0.03211975098	-0.02555847168	-0.01136779785	0.9214370992	1	0	0.9202115439	1.362098581	0.9211283439	0.01356285862	0.009927399697	0.003635458926	0.9194429506	0.01388240153	0.0102964876	0.003585913935	6.545437522
2	1	0.1	0.2	0.16	0	1	0.1	1.16	0.2	1.32	-0.03684997559	-0.02647399902	-0.009231567383	0.9211271068	1	0	0.9202115439	1.444909576	0.9208037716	0.01361460471	0.009993835298	0.003620769412	0.9194487705	0.01388812435	0.01030260766	0.003585516685	6.640897258
2	1	0.1	0.2	0.18	0	1	0.1	1.18	0.2	1.36	-0.04188537598	-0.02754211426	-0.007553100586	0.9208762666	1	0	0.9202115439	1.472745886	0.9205048129	0.01365654756	0.01004847669	0.003608070864	0.9194324721	0.01389474007	0.01030769609	0.003587043975	6.805104969
2	1	0.1	0.2	0.2	0	1	0.1	1.2	0.2	1.4	-0.04692077637	-0.02876281738	-0.00617980957	0.9206732093	1	0	0.9202115439	1.530792996	0.9203258908	0.01368375539	0.0100863398	0.003597415592	0.9194654025	0.01388657756	0.01030262913	0.003583948423	6.702525739
2	1	0.1	0.3	0.02	0	1	0.15	1.02	0.3	1.04	-0.004196166992	-0.05088806152	-0.06797790527	0.9299033399	1	0	0.9202115439	1.349802695	0.9298483511	0.01288468609	0.008670503319	0.004214182769	0.9193532959	0.01393056762	0.01033681631	0.003593751305	6.541803404
2	1	0.1	0.3	0.04	0	1	0.15	1.04	0.3	1.08	-0.00846862793	-0.04112243652	-0.05012512207	0.928018035	1	0	0.9202115439	1.30298396	0.9279404592	0.01298043281	0.008930626701	0.004049806112	0.9193600844	0.01393595729	0.010341956	0.003594001293	6.560301037
2	1	0.1	0.3	0.06	0	1	0.15	1.06	0.3	1.12	-0.01258850098	-0.03623962402	-0.03959655762	0.9265904618	1	0	0.9202115439	1.415121454	0.9264430166	0.01306065743	0.009125264316	0.003935393115	0.9193604038	0.01392883452	0.01033549279	0.003593341732	6.829260576
2	1	0.1	0.3	0.08	0	1	0.15	1.08	0.3	1.16	-0.01686096191	-0.0333404541	-0.03211975098	0.9254546089	1	0	0.9202115439	1.412137281	0.9252671311	0.01314341662	0.009294996855	0.003848419765	0.9193935294	0.01392861664	0.01033741689	0.003591199751	6.60258563
2	1	0.1	0.3	0.1	0	1	0.15	1.1	0.3	1.2	-0.02113342285	-0.0318145752	-0.02647399902	0.924528489	1	0	0.9202115439	1.479341644	0.9243166886	0.0132144881	0.009431766275	0.003782721825	0.9193921396	0.01392261089	0.01033121331	0.003591397579	6.692895105
2	1	0.1	0.3	0.12	0	1	0.15	1.12	0.3	1.24	-0.02555847168	-0.03089904785	-0.02220153809	0.9237623113	1	0	0.9202115439	1.48856279	0.9236371605	0.01325071654	0.00953280404	0.003717912495	0.9195399984	0.01389861472	0.01031768426	0.003580930462	6.96654962
2	1	0.1	0.3	0.14	0	1	0.15	1.14	0.3	1.28	-0.02998352051	-0.03059387207	-0.01853942871	0.9231227439	1	0	0.9202115439	1.467498651	0.9228695782	0.01333053825	0.009643399423	0.003687138829	0.9194504446	0.01390566497	0.01031916963	0.003586495346	6.719196446
2	1	0.1	0.3	0.16	0	1	0.15	1.16	0.3	1.32	-0.03456115723	-0.03074645996	-0.01564025879	0.9225855476	1	0	0.9202115439	1.409430881	0.9222315386	0.01341892051	0.00975631012	0.003662610386	0.9193684663	0.01393987196	0.01034559615	0.003594275812	6.627889832
2	1	0.1	0.3	0.18	0	1	0.15	1.18	0.3	1.36	-0.03913879395	-0.03120422363	-0.01319885254	0.9221331023	1	0	0.9202115439	1.531883123	0.9217817233	0.01345814825	0.009820683267	0.003637464978	0.9193848712	0.01391968331	0.01032823565	0.003591447659	6.994220322
2	1	0.1	0.3	0.2	0	1	0.15	1.2	0.3	1.4	-0.04386901855	-0.03196716309	-0.01121520996	0.9217513606	1	0	0.9202115439	1.521316982	0.9213995171	0.01350711473	0.009890043679	0.003617071047	0.9194032649	0.01392325838	0.01033251865	0.003590739727	6.735134089
2	1	0.1	0.4	0.02	0	1	0.2	1.02	0.4	1.04	-0.003890991211	-0.06217956543	-0.08399963379	0.9342087657	1	0	0.9202115439	1.299462651	0.9342700177	0.01255819428	0.008118271076	0.004439923208	0.9193363468	0.01395961701	0.01036325316	0.003596363845	6.502317417
2	1	0.1	0.4	0.04	0	1	0.2	1.04	0.4	1.08	-0.007705688477	-0.05058288574	-0.06355285645	0.9318351162	1	0	0.9202115439	1.325775376	0.9317953439	0.01264670907	0.008405731981	0.004240977086	0.919321273	0.01394903445	0.01035224617	0.003596788281	6.551701157
2	1	0.1	0.4	0.06	0	1	0.2	1.06	0.4	1.12	-0.01167297363	-0.04447937012	-0.0511932373	0.9299904245	1	0	0.9202115439	1.641551011	0.9298792119	0.01275803284	0.008670006371	0.004088026466	0.9193395226	0.01396768929	0.01037097331	0.003596715979	6.889059278
2	1	0.1	0.4	0.08	0	1	0.2	1.08	0.4	1.16	-0.01564025879	-0.04066467285	-0.04234313965	0.9284877277	1	0	0.9202115439	1.368977387	0.928311435	0.01285955099	0.008885769189	0.003973781802	0.9192886033	0.01397901424	0.01037846395	0.003600550289	6.569449839
2	1	0.1	0.4	0.1	0	1	0.2	1.1	0.4	1.2	-0.01960754395	-0.0382232666	-0.03562927246	0.9272340334	1	0	0.9202115439	1.355438291	0.9270272968	0.01293230237	0.009052284441	0.003880017927	0.9193226009	0.01395990781	0.01036277306	0.003597134745	6.664343229
2	1	0.1	0.4	0.12	0	1	0.2	1.12	0.4	1.24	-0.02372741699	-0.0366973877	-0.03028869629	0.9261728042	1	0	0.9202115439	1.497722408	0.9258645307	0.01300080251	0.00919519007	0.003805612437	0.9193005562	0.01395716266	0.01035893758	0.003598225082	7.066281095
2	1	0.1	0.4	0.14	0	1	0.2	1.14	0.4	1.28	-0.02769470215	-0.03578186035	-0.02601623535	0.9252660411	1	0	0.9202115439	1.45992073	0.9249268023	0.01310068522	0.009343737567	0.003756947656	0.919273093	0.01397106686	0.01036941282	0.003601654047	6.639335525
2	1	0.1	0.4	0.16	0	1	0.2	1.16	0.4	1.32	-0.03196716309	-0.03532409668	-0.02235412598	0.9244863198	1	0	0.9202115439	1.413305471	0.9241984893	0.01315812183	0.009453965054	0.003704156778	0.9193427252	0.01395289706	0.0103580906	0.003594806461	6.629567189
2	1	0.1	0.4	0.18	0	1	0.2	1.18	0.4	1.36	-0.03623962402	-0.03517150879	-0.01914978027	0.9238132412	1	0	0.9202115439	1.403612235	0.9235058092	0.01322023557	0.009551569856	0.003668665717	0.9193772235	0.01393210666	0.01034039	0.003591716658	6.852909055
2	1	0.1	0.4	0.2	0	1	0.2	1.2	0.4	1.4	-0.04066467285	-0.03547668457	-0.01655578613	0.9232308242	1	0	0.9202115439	1.432485194	0.9228814974	0.01330628966	0.009663586306	0.003642703349	0.9193519868	0.01395913696	0.01036356003	0.003595576927	6.613094311
2	1	0.1	0.5	0.02	0	1	0.25	1.02	0.5	1.04	-0.00358581543	-0.07301330566	-0.09925842285	0.9389856919	1	0	0.9202115439	1.32312128	0.9390000578	0.01220485681	0.007581466963	0.004623389849	0.919243845	0.01398225471	0.01037920587	0.003603048838	6.531645512
2	1	0.1	0.5	0.04	0	1	0.25	1.04	0.5	1.08	-0.007095336914	-0.05989074707	-0.07637023926	0.9361401466	1	0	0.9202115439	1.291108396	0.9361080953	0.01231656822	0.007895982771	0.004420585447	0.9192893266	0.01398244302	0.01038221769	0.003600225324	6.661472066
2	1	0.1	0.5	0.06	0	1	0.25	1.06	0.5	1.12	-0.0106048584	-0.05256652832	-0.06248474121	0.9338851752	1	0	0.9202115439	1.407511632	0.9338904213	0.01241610526	0.008170543065	0.004245562193	0.9193424742	0.01396009301	0.0103640632	0.003596029807	6.641649905
2	1	0.1	0.5	0.08	0	1	0.25	1.08	0.5	1.16	-0.01426696777	-0.0479888916	-0.05256652832	0.9320155561	1	0	0.9202115439	1.337157179	0.9318658806	0.0125355859	0.008435816967	0.004099768932	0.9192540175	0.01399401347	0.0103912667	0.003602746765	6.588439252
2	1	0.1	0.5	0.1	0	1	0.25	1.1	0.5	1.2	-0.01792907715	-0.0447845459	-0.0447845459	0.9304291564	1	0	0.9202115439	1.393293475	0.9302207038	0.01263273131	0.008647724585	0.003985006725	0.9192515573	0.01399082323	0.01038802263	0.003602800603	6.600826619
2	1	0.1	0.5	0.12	0	1	0.25	1.12	0.5	1.24	-0.02159118652	-0.04249572754	-0.03868103027	0.9290637152	1	0	0.9202115439	1.63590713	0.9287817169	0.01271954571	0.008828045232	0.003891500476	0.9192220655	0.01398716675	0.01038344817	0.003603718584	6.920827871
2	1	0.1	0.5	0.14	0	1	0.25	1.14	0.5	1.28	-0.02540588379	-0.04096984863	-0.03349304199	0.927877417	1	0	0.9202115439	1.372509384	0.9275594672	0.01283052748	0.009009443592	0.003821083885	0.9192348136	0.01400268121	0.01039682528	0.003605855928	6.552307521
2	1	0.1	0.5	0.16	0	1	0.25	1.16	0.5	1.32	-0.02922058105	-0.04005432129	-0.02922058105	0.926839489	1	0	0.9202115439	1.435321522	0.9265459967	0.01290116484	0.00914478085	0.003756383987	0.9192878947	0.01398609534	0.01038527898	0.003600816359	6.674342588
2	1	0.1	0.5	0.18	0	1	0.25	1.18	0.5	1.36	-0.03303527832	-0.03944396973	-0.02540588379	0.925927857	1	0	0.9202115439	1.372416181	0.9256959427	0.01295658639	0.009255730575	0.003700855816	0.9194100915	0.013944197	0.01035370771	0.00359048929	6.821720895
2	1	0.1	0.5	0.2	0	1	0.25	1.2	0.5	1.4	-0.03715515137	-0.03913879395	-0.02220153809	0.925124694	1	0	0.9202115439	1.509837424	0.9247499665	0.01308459677	0.009410663791	0.003673932979	0.9192594304	0.01399245709	0.01039041604	0.003602041045	6.734734278
2	1	0.1	0.6	0.02	0	1	0.3	1.02	0.6	1.04	-0.003128051758	-0.08369445801	-0.1142120361	0.9443531145	1	0	0.9202115439	1.353284155	0.9444830449	0.01187319981	0.007091418636	0.00478178117	0.9193161633	0.01399372684	0.01039470382	0.003599023021	6.548689192
2	1	0.1	0.6	0.04	0	1	0.3	1.04	0.6	1.08	-0.006332397461	-0.06904602051	-0.08918762207	0.9410386173	1	0	0.9202115439	1.30083556	0.9411282687	0.01194943579	0.007383475471	0.004565960319	0.9193723702	0.01396627517	0.01037321477	0.003593060393	6.776682497
2	1	0.1	0.6	0.06	0	1	0.3	1.06	0.6	1.12	-0.009536743164	-0.06080627441	-0.07377624512	0.9383693656	1	0	0.9202115439	1.335009646	0.9383131065	0.01210138839	0.007704410496	0.004396977898	0.9192558454	0.01400744855	0.01040383206	0.003603616489	6.581606594
2	1	0.1	0.6	0.08	0	1	0.3	1.08	0.6	1.16	-0.01274108887	-0.05531311035	-0.06278991699	0.9361245794	1	0	0.9202115439	1.343758636	0.9360456647	0.01220858856	0.007977483489	0.004231105071	0.9192809668	0.01400427904	0.01040282224	0.003601456795	6.555293045
2	1	0.1	0.6	0.1	0	1	0.3	1.1	0.6	1.2	-0.01609802246	-0.05149841309	-0.05409240723	0.9341934284	1	0	0.9202115439	1.480189186	0.9340694018	0.01230258032	0.008216377392	0.004086202928	0.9192853954	0.01399196074	0.01039132555	0.003600635193	6.714933024
2	1	0.1	0.6	0.12	0	1	0.3	1.12	0.6	1.24	-0.01930236816	-0.04875183105	-0.04722595215	0.9325089537	1	0	0.9202115439	1.725655342	0.9322252175	0.01241024708	0.008433215298	0.00397703178	0.9191753849	0.01400643117	0.01039821411	0.003608217062	6.942991071
2	1	0.1	0.6	0.14	0	1	0.3	1.14	0.6	1.28	-0.02265930176	-0.04661560059	-0.04127502441	0.9310255748	1	0	0.9202115439	1.441614516	0.9307129711	0.01254503297	0.008655297194	0.003889735779	0.9191884135	0.0140286692	0.01041989333	0.003608775864	6.639675979
2	1	0.1	0.6	0.16	0	1	0.3	1.16	0.6	1.32	-0.02601623535	-0.04508972168	-0.03639221191	0.9297104407	1	0	0.9202115439	1.503828463	0.9294086088	0.01262244658	0.008813736261	0.003808710318	0.9192254888	0.01401023136	0.0104050213	0.003605210058	6.762047498
2	1	0.1	0.6	0.18	0	1	0.3	1.18	0.6	1.36	-0.02952575684	-0.04402160645	-0.03211975098	0.9285389527	1	0	0.9202115439	1.43829258	0.9282078019	0.01269385438	0.008953219903	0.003740634475	0.9192618792	0.0139902466	0.010389198	0.0036010486	6.894434727
2	1	0.1	0.6	0.2	0	1	0.3	1.2	0.6	1.4	-0.03318786621	-0.04325866699	-0.02830505371	0.9274922246	1	0	0.9202115439	1.465891907	0.9270947056	0.01282134994	0.009121173417	0.003700176525	0.9192068584	0.01401487074	0.01040782963	0.003607041105	6.673672479
2	1	0.1	0.7	0.02	0	1	0.35	1.02	0.7	1.04	-0.002822875977	-0.09452819824	-0.1291656494	0.9505261887	1	0	0.9202115439	1.284733888	0.9506168935	0.0115162865	0.006620175169	0.004896111328	0.9191979275	0.01402727955	0.01041952876	0.003607750793	6.491140924
2	1	0.1	0.7	0.04	0	1	0.35	1.04	0.7	1.08	-0.005569458008	-0.07865905762	-0.1021575928	0.9467319285	1	0	0.9202115439	1.33971909	0.9467497464	0.01160305744	0.006917797216	0.004685260222	0.9192613162	0.01399600332	0.01039417623	0.003601827089	6.809636224
2	1	0.1	0.7	0.06	0	1	0.35	1.06	0.7	1.12	-0.008316040039	-0.06950378418	-0.0855255127	0.9436327378	1	0	0.9202115439	1.363850336	0.9435860737	0.01175483605	0.007239957083	0.004514878964	0.9191857154	0.01402459753	0.01041616311	0.00360843442	6.609149391
2	1	0.1	0.7	0.08	0	1	0.35	1.08	0.7	1.16	-0.01106262207	-0.06324768066	-0.07347106934	0.9409933086	1	0	0.9202115439	1.491569686	0.9409144104	0.01185794568	0.007514351484	0.004343594198	0.9192667894	0.01401318605	0.01041039946	0.003602786594	6.734928777
2	1	0.1	0.7	0.1	0	1	0.35	1.1	0.7	1.2	-0.0138092041	-0.05867004395	-0.06401062012	0.938695627	1	0	0.9202115439	1.414166458	0.9386090046	0.01195251513	0.007764408785	0.004188106348	0.9193168752	0.0139884429	0.01039113049	0.003597312405	6.879602446
2	1	0.1	0.7	0.12	0	1	0.35	1.12	0.7	1.24	-0.01670837402	-0.05531311035	-0.0562286377	0.9366677948	1	0	0.9202115439	1.396319191	0.936426131	0.01209752595	0.0080363497	0.004061176252	0.9191675127	0.01403040008	0.01042065093	0.003609749157	6.61698293
2	1	0.1	0.7	0.14	0	1	0.35	1.14	0.7	1.28	-0.01960754395	-0.05256652832	-0.0496673584	0.9348614913	1	0	0.9202115439	1.440734619	0.9346806817	0.01219085995	0.008243795466	0.00394706448	0.9192828982	0.01399900248	0.01039821704	0.003600785442	6.682638428
2	1	0.1	0.7	0.16	0	1	0.35	1.16	0.7	1.32	-0.02265930176	-0.05058288574	-0.04402160645	0.9332413591	1	0	0.9202115439	1.44948063	0.9329169449	0.01233468235	0.008471455472	0.00386322688	0.9191415203	0.01403846845	0.0104266898	0.003611778651	6.665188113
2	1	0.1	0.7	0.18	0	1	0.35	1.18	0.7	1.36	-0.02555847168	-0.04890441895	-0.03913879395	0.9317813654	1	0	0.9202115439	1.780998491	0.9315342244	0.01242102589	0.008642947456	0.003778078439	0.9193161194	0.01401236534	0.01041333276	0.003599032576	7.052589896
2	1	0.1	0.7	0.2	0	1	0.35	1.2	0.7	1.4	-0.02876281738	-0.04768371582	-0.03486633301	0.9304609347	1	0	0.9202115439	1.532869163	0.9301135394	0.01253001734	0.008811274096	0.003718743242	0.9192311495	0.01402249721	0.01041731285	0.003605184357	6.711461098
2	1	0.1	0.8	0.02	0	1	0.4	1.02	0.8	1.04	-0.002212524414	-0.1061248779	-0.1447296143	0.9579369166	3	-0.002242936439	0.9243816884	1.286589212	0.9580623951	0.01114903177	0.006180214056	0.00496881771	0.9242581445	0.01019750707	0.005410347323	0.004787159746	6.540738159
2	1	0.1	0.8	0.04	0	1	0.4	1.04	0.8	1.08	-0.004501342773	-0.08888244629	-0.1158905029	0.9536316065	1	0	0.9202115439	1.301564669	0.953664599	0.01124475239	0.006483711161	0.004761041234	0.9192906089	0.01399996264	0.01040022673	0.003599735912	6.763855706
2	1	0.1	0.8	0.06	0	1	0.4	1.06	0.8	1.12	-0.006790161133	-0.07881164551	-0.09803771973	0.9500667754	1	0	0.9202115439	1.336590749	0.9500233128	0.01139149465	0.006798027511	0.00459346714	0.919193309	0.01402606353	0.0104182528	0.00360781073	6.568758565
2	1	0.1	0.8	0.08	0	1	0.4	1.08	0.8	1.16	-0.009078979492	-0.07179260254	-0.08491516113	0.9469944756	1	0	0.9202115439	1.42970944	0.9469911841	0.01149771277	0.007074653274	0.004423059495	0.9192800026	0.01400679131	0.01040502433	0.003601766983	6.658900016
2	1	0.1	0.8	0.1	0	1	0.4	1.1	0.8	1.2	-0.01136779785	-0.06660461426	-0.07453918457	0.9442901158	1	0	0.9202115439	1.428365073	0.9442139693	0.01162050244	0.007349798897	0.004270703539	0.9193015637	0.01400887407	0.01040903792	0.003599836144	6.865401411
2	1	0.1	0.8	0.12	0	1	0.4	1.12	0.8	1.24	-0.01365661621	-0.0626373291	-0.0659942627	0.9418776165	1	0	0.9202115439	1.463453324	0.941688091	0.01175105505	0.007614293816	0.004136761239	0.9191995225	0.01402190279	0.01041506067	0.003606842123	6.692401857
2	1	0.1	0.8	0.14	0	1	0.4	1.14	0.8	1.28	-0.01609802246	-0.0594329834	-0.05882263184	0.9397057181	1	0	0.9202115439	1.400769648	0.9395152346	0.01185909326	0.007852395939	0.004006697324	0.9192438155	0.01401438502	0.01041062596	0.003603759062	6.629567246
2	1	0.1	0.8	0.16	0	1	0.4	1.16	0.8	1.32	-0.01838684082	-0.05683898926	-0.05256652832	0.9377366959	1	0	0.9202115439	1.41779051	0.9375359577	0.01198007905	0.008080271483	0.003899807566	0.9192609107	0.01400979814	0.01040878173	0.003601016411	6.709515864
2	1	0.1	0.8	0.18	0	1	0.4	1.18	0.8	1.36	-0.02098083496	-0.05470275879	-0.04722595215	0.9359430502	1	0	0.9202115439	1.416430044	0.9356551022	0.0120994212	0.008291473022	0.003807948182	0.9192189117	0.01403079778	0.0104245554	0.003606242381	6.607361158
2	1	0.1	0.8	0.2	0	1	0.4	1.2	0.8	1.4	-0.02342224121	-0.05302429199	-0.04234313965	0.9343027246	1	0	0.9202115439	1.437472155	0.9339613741	0.01221713879	0.008481866493	0.003735272296	0.9191937573	0.0140294717	0.01042263364	0.003606838057	6.638827233
2	1	0.1	0.9	0.02	0	1	0.45	1.02	0.9	1.04	-0.001602172852	-0.1194763184	-0.1621246338	0.9677088494	3	-0.001585995566	0.9348140503	1.361481531	0.9678788479	0.01078443068	0.005792989964	0.004991440718	0.9347382626	0.009835249849	0.005034015629	0.004801234219	6.532652983
2	1	0.1	0.9	0.04	0	1	0.45	1.04	0.9	1.08	-0.003128051758	-0.1010894775	-0.1314544678	0.9628139224	1	0	0.9202115439	1.432197901	0.9629121363	0.01087150565	0.006084586372	0.004786919279	0.919378348	0.01398733631	0.01039420569	0.003593130622	6.85313835
2	1	0.1	0.9	0.06	0	1	0.45	1.06	0.9	1.12	-0.004806518555	-0.09010314941	-0.1123809814	0.9587020859	1	0	0.9202115439	1.418812745	0.9587857084	0.01102282209	0.00639970976	0.004623112333	0.9193173617	0.01401430936	0.01041539511	0.003598914247	6.67040807
2	1	0.1	0.9	0.08	0	1	0.45	1.08	0.9	1.16	-0.006332397461	-0.08232116699	-0.09819030762	0.9551138301	1	0	0.9202115439	1.380778596	0.9550314699	0.01115644721	0.006695438719	0.004461008487	0.9192311465	0.01403661825	0.0104317594	0.003604858855	6.634337404
2	1	0.1	0.9	0.1	0	1	0.45	1.1	0.9	1.2	-0.008010864258	-0.07637023926	-0.0870513916	0.9519180902	1	0	0.9202115439	1.410316141	0.9519415016	0.01123095449	0.006931741468	0.004299213023	0.9193865392	0.01398183087	0.01038895176	0.003592879106	6.875199
2	1	0.1	0.9	0.12	0	1	0.45	1.12	0.9	1.24	-0.009689331055	-0.07164001465	-0.07774353027	0.9490352996	1	0	0.9202115439	1.413504983	0.9489179683	0.01138539605	0.007215418419	0.004169977636	0.9192685578	0.0140225338	0.01041994232	0.003602591482	6.702202003
2	1	0.1	0.9	0.14	0	1	0.45	1.14	0.9	1.28	-0.01136779785	-0.06782531738	-0.06980895996	0.9464112525	1	0	0.9202115439	1.430319817	0.9463162059	0.01150109175	0.007458546113	0.004042545642	0.9193426437	0.01400974722	0.01041245858	0.003597288648	6.653723542
2	1	0.1	0.9	0.16	0	1	0.45	1.16	0.9	1.32	-0.01304626465	-0.06462097168	-0.06278991699	0.9440063002	1	0	0.9202115439	1.39758821	0.943945058	0.01160758557	0.007686842261	0.003920743312	0.9194289265	0.01398393075	0.01039399248	0.003589938271	6.92031483
2	1	0.1	0.9	0.18	0	1	0.45	1.18	0.9	1.36	-0.01472473145	-0.06202697754	-0.05668640137	0.9417911031	1	0	0.9202115439	1.443790674	0.9416282439	0.01175757981	0.007932721891	0.00382485792	0.9193318563	0.01401700767	0.01041844679	0.003598560882	6.661803919
2	1	0.1	0.9	0.2	0	1	0.45	1.2	0.9	1.4	-0.01655578613	-0.05958557129	-0.0511932373	0.9397425911	1	0	0.9202115439	1.387408595	0.9395240865	0.01188791161	0.00814606956	0.003741842049	0.9192812076	0.01401832783	0.01041636388	0.003601963945	6.594033426
2	1	0.15	0.1	0.02	0	1	0.05	1.02	0.1	1.04	-0.007095336914	-0.03608703613	-0.04508972168	0.8839889102	1	0	0.8803173159	1.390542585	0.8837072731	0.03043837672	0.02198536661	0.008453010105	0.87931059	0.03115424524	0.02310644923	0.008047796013	6.578166148
2	1	0.15	0.1	0.04	0	1	0.05	1.04	0.1	1.08	-0.01426696777	-0.02937316895	-0.02983093262	0.8828347428	1	0	0.8803173159	1.555559811	0.8824782148	0.03052737306	0.02222251489	0.008304858171	0.8793384554	0.03113168466	0.02308873621	0.008042948454	6.834490175
2	1	0.15	0.1	0.06	0	1	0.05	1.06	0.1	1.12	-0.02143859863	-0.02708435059	-0.02113342285	0.8820596195	1	0	0.8803173159	1.335072992	0.8816139915	0.0306563594	0.0224337179	0.008222641503	0.8793264122	0.03115183536	0.02310567121	0.008046164143	6.607561962
2	1	0.15	0.1	0.08	0	1	0.05	1.08	0.1	1.16	-0.02876281738	-0.0267791748	-0.01564025879	0.8815098704	1	0	0.8803173159	1.343208832	0.8810955583	0.03069267689	0.02254425007	0.008148426817	0.8794092788	0.03112114284	0.02308421377	0.008036929069	6.547924347
2	1	0.15	0.1	0.1	0	1	0.05	1.1	0.1	1.2	-0.03608703613	-0.02754211426	-0.01167297363	0.8811103439	1	0	0.8803173159	1.396260353	0.8806569885	0.03073424466	0.02262949279	0.008104751866	0.8794239122	0.03108270788	0.02305015509	0.008032552789	6.858674367
2	1	0.15	0.1	0.12	0	1	0.05	1.12	0.1	1.24	-0.04341125488	-0.02906799316	-0.008773803711	0.8808164472	1	0	0.8803173159	1.3526937	0.8802666259	0.03086113432	0.02276677456	0.008094359768	0.8793586051	0.03113678352	0.02309262932	0.008044154198	6.560071656
2	1	0.15	0.1	0.14	0	1	0.05	1.14	0.1	1.28	-0.05104064941	-0.03105163574	-0.006637573242	0.8805991771	1	0	0.8803173159	1.349700026	0.8800012942	0.03092506623	0.02284481676	0.00808024947	0.8793277067	0.03114766328	0.02309958902	0.008048074261	6.584757144
