r	mu	stdev	T	lambda	t1	c1	t2	c2	t3	c3	b3	b2	b1	V_M	n_S	b_S	V_S	DP_Time	mean_M	var_M	semivar_MD	semivar_MU	mean_S	var_S	semivar_SD	semivar_SU	TotalTime
2	1	0.1	0.9	0.2	0	1	0.45	1.2	0.9	1.4	-0.01649856567	-0.05960464478	-0.05121231079	2.56923538	1	0	2.514295356	2.37419335	2.569089063	0.0758570566	0.04928167803	0.02657537858	2.512273037	0.08694043016	0.06359115271	0.02334927748	7.954745771
2	1	0.2	0.1	0.02	0	1	0.05	1.02	0.1	1.04	-0.009441375732	-0.04816055298	-0.06017684937	2.347367386	1	0	2.333589542	2.230188286	2.347055422	0.2908544987	0.2011609498	0.08969354887	2.330951941	0.2927386831	0.2106114006	0.08212728258	7.553288248
2	1	0.2	0.1	0.04	0	1	0.05	1.04	0.1	1.08	-0.0189781189	-0.0391960144	-0.03976821899	2.343169635	1	0	2.333589542	2.264682006	2.342476393	0.2904153847	0.2031997068	0.08721567785	2.330942811	0.2929963008	0.2108462535	0.08215004735	7.645015189
2	1	0.2	0.1	0.06	0	1	0.05	1.06	0.1	1.12	-0.02870559692	-0.03614425659	-0.0283241272	2.340326878	1	0	2.333589542	2.648782873	2.339717689	0.2900659013	0.2045395443	0.08552635699	2.331281098	0.2927152349	0.2106786686	0.08203656636	8.021959549
2	1	0.2	0.1	0.08	0	1	0.05	1.08	0.1	1.16	-0.03824234009	-0.035572052	-0.02088546753	2.33830291	1	0	2.333589542	2.307073545	2.337585153	0.2899626315	0.205555392	0.08440723947	2.331359427	0.2924466883	0.2104531049	0.08199358342	7.626918615
2	1	0.2	0.1	0.1	0	1	0.05	1.1	0.1	1.2	-0.04816055298	-0.03671646118	-0.01554489136	2.336827682	1	0	2.333589542	2.321060139	2.335033842	0.2911310268	0.2071382972	0.0839927297	2.330443372	0.2933523876	0.2110243844	0.08232800326	7.638729146
2	1	0.2	0.1	0.12	0	1	0.05	1.12	0.1	1.24	-0.05788803101	-0.03881454468	-0.01173019409	2.33574121	1	0	2.333589542	2.793010122	2.33429016	0.290908595	0.2076092796	0.08329931532	2.330894897	0.2928698737	0.2107106426	0.08215923123	8.109451849
2	1	0.2	0.1	0.14	0	1	0.05	1.14	0.1	1.28	-0.06799697876	-0.04148483276	-0.008869171143	2.33493737	1	0	2.333589542	2.349370186	2.33345991	0.2914050968	0.2084714574	0.08293363932	2.330975735	0.2930616358	0.2109035417	0.08215809406	7.666658413
2	1	0.2	0.1	0.16	0	1	0.05	1.16	0.1	1.32	-0.07829666138	-0.04472732544	-0.006771087646	2.334341664	1	0	2.333589542	2.360485151	2.332924816	0.2909269745	0.2084158939	0.08251108055	2.331110733	0.2924505418	0.2104024871	0.08204805476	7.901146499
2	1	0.2	0.1	0.18	0	1	0.05	1.18	0.1	1.36	-0.08878707886	-0.04835128784	-0.005054473877	2.33390153	1	0	2.333589542	2.373544341	2.332296619	0.2917434892	0.2092334963	0.0825099928	2.330948142	0.2928647408	0.2107087494	0.08215599142	7.689240904
2	1	0.2	0.1	0.2	0	1	0.05	1.2	0.1	1.4	-0.0994682312	-0.05235671997	-0.003719329834	2.333577356	1	0	2.333589542	2.385018497	2.332113877	0.2920409107	0.2096600233	0.08238088743	2.331132354	0.2927879391	0.2107014919	0.08208644723	7.699231272
2	1	0.2	0.2	0.02	0	1	0.1	1.02	0.2	1.04	-0.009059906006	-0.07696151733	-0.1009941101	2.366607716	1	0	2.333589542	2.24750674	2.366288689	0.2897373261	0.1906021402	0.09913518596	2.330488234	0.2936544105	0.2113236264	0.08233078413	7.816705768
2	1	0.2	0.2	0.04	0	1	0.1	1.04	0.2	1.08	-0.01802444458	-0.06189346313	-0.07181167603	2.359223127	1	0	2.333589542	2.293277258	2.358415672	0.2890124416	0.1940403053	0.09497213623	2.330061057	0.2940922665	0.2115945257	0.08249774076	7.617329399
2	1	0.2	0.2	0.06	0	1	0.1	1.06	0.2	1.12	-0.02698898315	-0.05502700806	-0.05483627319	2.353780373	1	0	2.333589542	2.310428923	2.352832002	0.288434536	0.1965644521	0.09187008398	2.330325329	0.2937358604	0.2113376013	0.08239825909	7.635550357
2	1	0.2	0.2	0.08	0	1	0.1	1.08	0.2	1.16	-0.03614425659	-0.05168914795	-0.04320144653	2.349576352	1	0	2.333589542	2.332434954	2.34878822	0.2878714274	0.1984943258	0.08937710161	2.330752185	0.2934661774	0.2112065403	0.08225963708	7.899588668
2	1	0.2	0.2	0.1	0	1	0.1	1.1	0.2	1.2	-0.04529953003	-0.05025863647	-0.03461837769	2.346254899	1	0	2.333589542	2.346646789	2.345090044	0.2881537842	0.2004413321	0.087712452	2.330522989	0.293616958	0.2112804868	0.08233647122	7.667792901
2	1	0.2	0.2	0.12	0	1	0.1	1.12	0.2	1.24	-0.05464553833	-0.05025863647	-0.02794265747	2.343597012	1	0	2.333589542	2.357134239	2.341799489	0.2889905781	0.2024701587	0.08652041936	2.33010209	0.2942122856	0.2117020479	0.08251023771	7.678617166
2	1	0.2	0.2	0.14	0	1	0.1	1.14	0.2	1.28	-0.06418228149	-0.05121231079	-0.02279281616	2.34145529	1	0	2.333589542	2.3731285	2.339895667	0.2887552662	0.2034644668	0.08529079933	2.330474889	0.2937067539	0.2113599636	0.08234679027	7.932753973
2	1	0.2	0.2	0.16	0	1	0.1	1.16	0.2	1.32	-0.07371902466	-0.0527381897	-0.01859664917	2.339721394	1	0	2.333589542	2.381935186	2.338181271	0.2891206917	0.2046048842	0.08451580741	2.330584125	0.2935749012	0.2112709878	0.08230391342	7.702710869
2	1	0.2	0.2	0.18	0	1	0.1	1.18	0.2	1.36	-0.08363723755	-0.05502700806	-0.01516342163	2.338316802	1	0	2.333589542	2.392994288	2.336983297	0.2893331809	0.2055173147	0.08381586632	2.330906646	0.2933599177	0.2111597334	0.08220018435	7.70973921
2	1	0.2	0.2	0.2	0	1	0.1	1.2	0.2	1.4	-0.0937461853	-0.05750656128	-0.01230239868	2.337179376	1	0	2.333589542	2.935661605	2.335191432	0.2902806425	0.2066672164	0.08361342593	2.330415069	0.2936371168	0.211273052	0.08236406483	8.250153283
2	1	0.2	0.3	0.02	0	1	0.15	1.02	0.3	1.04	-0.008392333984	-0.1017570496	-0.136089325	2.388239781	1	0	2.333589542	2.268534944	2.388536802	0.2892491677	0.1798825413	0.1093666265	2.330368246	0.2942485942	0.2118258127	0.08242278154	7.596720339
2	1	0.2	0.3	0.04	0	1	0.15	1.04	0.3	1.08	-0.0168800354	-0.08230209351	-0.1004219055	2.37808726	1	0	2.333589542	2.28961911	2.378139706	0.2874608759	0.1840620449	0.1033988311	2.330293735	0.2943245454	0.2118645117	0.08246003378	7.624421529
2	1	0.2	0.3	0.06	0	1	0.15	1.06	0.3	1.12	-0.02527236938	-0.07238388062	-0.07905960083	2.37028094	1	0	2.333589542	2.49156782	2.369677619	0.286659634	0.187722399	0.098937235	2.33001493	0.2946654932	0.2121138108	0.08255168248	7.816285055
2	1	0.2	0.3	0.08	0	1	0.15	1.08	0.3	1.16	-0.03385543823	-0.06666183472	-0.06418228149	2.364011376	1	0	2.333589542	2.336591861	2.363124774	0.2862277782	0.19076731	0.09546046818	2.329984187	0.2947269321	0.2121549874	0.08257194467	7.662171221
2	1	0.2	0.3	0.1	0	1	0.15	1.1	0.3	1.2	-0.04243850708	-0.06341934204	-0.05311965942	2.358865896	1	0	2.333589542	2.348019467	2.357771521	0.2859181228	0.1932882333	0.09262988955	2.330169007	0.2944961477	0.212009274	0.08248687377	7.916184946
2	1	0.2	0.3	0.12	0	1	0.15	1.12	0.3	1.24	-0.05102157593	-0.06189346313	-0.04434585571	2.354588397	1	0	2.333589542	2.366903077	2.353517172	0.2855680122	0.1952619894	0.09030602283	2.33043659	0.2941478801	0.2117681294	0.08237975079	7.68856266
2	1	0.2	0.3	0.14	0	1	0.15	1.14	0.3	1.28	-0.0599861145	-0.06132125854	-0.03709793091	2.351004999	1	0	2.333589542	2.376004011	2.349457788	0.2863024986	0.1976275278	0.08867497083	2.330096077	0.2945600014	0.2120259113	0.08253409015	7.696653855
2	1	0.2	0.3	0.16	0	1	0.15	1.16	0.3	1.32	-0.06895065308	-0.06151199341	-0.03137588501	2.347987243	1	0	2.333589542	2.385727961	2.346474564	0.2864152692	0.1992252786	0.08718999062	2.330303964	0.2942490585	0.2118200327	0.08242902584	7.926539596
2	1	0.2	0.3	0.18	0	1	0.15	1.18	0.3	1.36	-0.07829666138	-0.06246566772	-0.02641677856	2.345440208	1	0	2.333589542	2.394395585	2.343681831	0.2873270163	0.2011797776	0.08614723863	2.330243577	0.2946757762	0.2121845177	0.08249125855	7.715479517
2	1	0.2	0.3	0.2	0	1	0.15	1.2	0.3	1.4	-0.08783340454	-0.06399154663	-0.02241134644	2.343288343	1	0	2.333589542	2.407296767	2.341386306	0.287582758	0.2023934453	0.08518931254	2.33015878	0.2945139072	0.2120092824	0.08250462483	7.725288319
2	1	0.2	0.4	0.02	0	1	0.2	1.02	0.4	1.04	-0.007724761963	-0.1244544983	-0.168132782	2.412224163	1	0	2.333589542	2.273408345	2.412495665	0.2886595294	0.169290476	0.1193690534	2.329962531	0.2946747687	0.2121289821	0.08254578668	7.871744439
2	1	0.2	0.4	0.04	0	1	0.2	1.04	0.4	1.08	-0.01554489136	-0.101184845	-0.1269340515	2.399528926	1	0	2.333589542	2.304393842	2.399441458	0.2866439048	0.1740886657	0.1125552391	2.329845278	0.2951204669	0.2124986011	0.08262186579	7.663313907
2	1	0.2	0.4	0.06	0	1	0.2	1.06	0.4	1.12	-0.02336502075	-0.08897781372	-0.1023292542	2.389486673	1	0	2.333589542	2.311242668	2.389337012	0.284477622	0.177841923	0.106635699	2.330102006	0.2945740558	0.2120571176	0.08251693817	7.635853142
2	1	0.2	0.4	0.08	0	1	0.2	1.08	0.4	1.16	-0.03118515015	-0.08134841919	-0.08478164673	2.38121365	1	0	2.333589542	2.845156174	2.380730083	0.2837839771	0.1817657402	0.1020182369	2.330077691	0.2947340565	0.212206414	0.08252764253	8.169074787
2	1	0.2	0.4	0.1	0	1	0.2	1.1	0.4	1.2	-0.0391960144	-0.07638931274	-0.07123947144	2.374254304	1	0	2.333589542	2.352341071	2.373331241	0.2836208702	0.1852383176	0.09838255266	2.329850522	0.2949390323	0.2123316454	0.08260738692	7.686592631
2	1	0.2	0.4	0.12	0	1	0.2	1.12	0.4	1.24	-0.04739761353	-0.07333755493	-0.06055831909	2.368327406	1	0	2.333589542	2.361434162	2.367417419	0.2832176797	0.1880713899	0.09514628984	2.330112308	0.2947554979	0.2122328915	0.08252260643	7.727772498
2	1	0.2	0.4	0.14	0	1	0.2	1.14	0.4	1.28	-0.05559921265	-0.0714302063	-0.05197525024	2.363239893	1	0	2.333589542	2.513036219	2.361962221	0.2833231337	0.1907012612	0.09262187247	2.329871478	0.2949983266	0.2123854687	0.08261285789	7.835990057
2	1	0.2	0.4	0.16	0	1	0.2	1.16	0.4	1.32	-0.06399154663	-0.07047653198	-0.04453659058	2.358847533	1	0	2.333589542	2.385086939	2.35708939	0.2838439876	0.1931871829	0.09065680476	2.32954795	0.2952064045	0.2124711216	0.08273528293	7.705525086
2	1	0.2	0.4	0.18	0	1	0.2	1.18	0.4	1.36	-0.07238388062	-0.07047653198	-0.03843307495	2.355045631	1	0	2.333589542	2.39229068	2.353133982	0.2839642522	0.1951120312	0.08885222091	2.329666667	0.2949758534	0.2123147147	0.08266113872	7.928561948
2	1	0.2	0.4	0.2	0	1	0.2	1.2	0.4	1.4	-0.08115768433	-0.07085800171	-0.03309249878	2.351748525	1	0	2.333589542	2.400912961	2.349808064	0.2844956203	0.1970487375	0.08744688283	2.329820671	0.2948489331	0.212244928	0.08260400519	7.719859355
2	1	0.2	0.5	0.02	0	1	0.25	1.02	0.5	1.04	-0.007152557373	-0.1460075378	-0.1986503601	2.438894854	3	-0.007092787794	2.351877632	2.257821156	2.439334064	0.2884521535	0.1595314666	0.1289206869	2.351886145	0.271349982	0.14589432	0.1254556621	7.582597418
2	1	0.2	0.5	0.04	0	1	0.25	1.04	0.5	1.08	-0.01420974731	-0.1196861267	-0.1526832581	2.423782752	1	0	2.333589542	2.302804783	2.424023644	0.2850261892	0.1636345514	0.1213916378	2.329950685	0.2949934908	0.2124152867	0.08257820419	7.86910557
2	1	0.2	0.5	0.06	0	1	0.25	1.06	0.5	1.12	-0.02126693726	-0.1051902771	-0.124835968	2.411568002	1	0	2.333589542	2.328925071	2.411602075	0.2835546398	0.168473781	0.1150808588	2.329734649	0.2953643347	0.2126892277	0.08267510695	7.682347645
2	1	0.2	0.5	0.08	0	1	0.25	1.08	0.5	1.16	-0.02851486206	-0.0958442688	-0.1049995422	2.401308682	1	0	2.333589542	2.466965852	2.40114907	0.2815874817	0.1724242084	0.1091632733	2.329941412	0.2949551706	0.2123788412	0.08257632943	7.823978901
2	1	0.2	0.5	0.1	0	1	0.25	1.1	0.5	1.2	-0.03576278687	-0.08955001831	-0.08955001831	2.39252014	1	0	2.333589542	2.38906216	2.391934334	0.2804760831	0.1762136397	0.1042624433	2.329926068	0.294797369	0.2122521386	0.0825452304	7.968226942
2	1	0.2	0.5	0.12	0	1	0.25	1.12	0.5	1.24	-0.04320144653	-0.08516311646	-0.0771522522	2.384899744	1	0	2.333589542	2.365368973	2.383715529	0.2809598995	0.1803637716	0.1005961279	2.329455775	0.2957522175	0.2129644512	0.08278776631	7.693580807
2	1	0.2	0.5	0.14	0	1	0.25	1.14	0.5	1.28	-0.0506401062	-0.08211135864	-0.06704330444	2.378240159	1	0	2.333589542	2.376215129	2.376864365	0.2801684234	0.1830791478	0.0970892757	2.329573802	0.2952366753	0.2125383343	0.082698341	7.701296962
2	1	0.2	0.5	0.16	0	1	0.25	1.16	0.5	1.32	-0.05826950073	-0.08001327515	-0.05826950073	2.372387401	1	0	2.333589542	2.872397976	2.370909298	0.280731672	0.1862235627	0.09450810929	2.329555562	0.2953722187	0.2126279365	0.0827442822	8.195658882
2	1	0.2	0.5	0.18	0	1	0.25	1.18	0.5	1.36	-0.06608963013	-0.07886886597	-0.05083084106	2.367226175	1	0	2.333589542	2.390103479	2.365938447	0.2807565816	0.1887394821	0.09201709945	2.329923915	0.2950684907	0.2124843981	0.08258409264	7.713253167
2	1	0.2	0.5	0.2	0	1	0.25	1.2	0.5	1.4	-0.07410049438	-0.07829666138	-0.04453659058	2.362665272	1	0	2.333589542	2.404546352	2.36092225	0.2810790815	0.1910627791	0.0900163023	2.329697609	0.2951086484	0.2124618158	0.08264683255	7.820708698
2	1	0.2	0.6	0.02	0	1	0.3	1.02	0.6	1.04	-0.00638961792	-0.1675605774	-0.2284049988	2.468921548	3	-0.006343982263	2.384358161	2.26695733	2.469380436	0.2883675821	0.1504428589	0.1379247231	2.384354522	0.2716336275	0.1373804136	0.1342532139	7.589300794
2	1	0.2	0.6	0.04	0	1	0.3	1.04	0.6	1.08	-0.01268386841	-0.1381874084	-0.1782417297	2.451450061	1	0	2.333589542	2.309161205	2.451558001	0.2848503826	0.1545497356	0.130300647	2.32917612	0.2958361431	0.2130039921	0.08283215103	7.644211381
2	1	0.2	0.6	0.06	0	1	0.3	1.06	0.6	1.12	-0.01916885376	-0.1217842102	-0.1477241516	2.437071111	1	0	2.333589542	2.321803841	2.436999209	0.2815067748	0.158498464	0.1230083108	2.329470793	0.2953841441	0.2126546934	0.08272945077	7.883272015
2	1	0.2	0.6	0.08	0	1	0.3	1.08	0.6	1.16	-0.02546310425	-0.1107215881	-0.1255989075	2.424803293	1	0	2.333589542	2.336843674	2.424892996	0.2799214186	0.1630844846	0.1168369339	2.329931957	0.295242023	0.212654354	0.08258766905	7.708198996
2	1	0.2	0.6	0.1	0	1	0.3	1.1	0.6	1.2	-0.03213882446	-0.1030921936	-0.1082420349	2.414134495	1	0	2.333589542	2.347958956	2.413472876	0.2790665065	0.1678191388	0.1112473677	2.329236558	0.2959356699	0.213087581	0.08284808888	7.675651881
2	1	0.2	0.6	0.12	0	1	0.3	1.12	0.6	1.24	-0.03862380981	-0.09737014771	-0.09431838989	2.40474915	1	0	2.333589542	2.369741064	2.404313267	0.2775724478	0.1714119343	0.1061605135	2.329922757	0.2950550546	0.212495547	0.08255950763	7.924497835
2	1	0.2	0.6	0.14	0	1	0.3	1.14	0.6	1.28	-0.04529953003	-0.09317398071	-0.08268356323	2.396427632	1	0	2.333589542	2.376363057	2.395900168	0.2775129627	0.1753350066	0.1021779561	2.329963201	0.2953479133	0.212749702	0.08259821135	7.737821491
2	1	0.2	0.6	0.16	0	1	0.3	1.16	0.6	1.32	-0.05216598511	-0.0901222229	-0.07276535034	2.389007808	1	0	2.333589542	2.398856152	2.387830225	0.2772363989	0.1786581141	0.09857828474	2.329511361	0.2954446264	0.2127203893	0.08272423711	7.758352365
2	1	0.2	0.6	0.18	0	1	0.3	1.18	0.6	1.36	-0.05922317505	-0.08783340454	-0.06418228149	2.382368316	1	0	2.333589542	2.578758896	2.381154322	0.2772620461	0.181722298	0.09553974803	2.329800464	0.2952574802	0.2126325483	0.08262493188	8.047911003
2	1	0.2	0.6	0.2	0	1	0.3	1.2	0.6	1.4	-0.06628036499	-0.08630752563	-0.05655288696	2.376411433	1	0	2.333589542	2.398286712	2.374685081	0.2783361337	0.1850409765	0.09329515725	2.329312946	0.2957748791	0.2129451916	0.08282968762	7.721997875
2	1	0.2	0.7	0.02	0	1	0.35	1.02	0.7	1.04	-0.005435943604	-0.1891136169	-0.2581596375	2.503517072	3	-0.005494049801	2.421328766	2.273972317	2.504696507	0.288338606	0.1421610664	0.1461775396	2.422006374	0.2717836458	0.1295517181	0.1422319276	7.598368393
2	1	0.2	0.7	0.04	0	1	0.35	1.04	0.7	1.08	-0.01096725464	-0.1572608948	-0.204372406	2.483678385	1	0	2.333589542	2.80762793	2.484501978	0.2844879167	0.1460675593	0.1384203574	2.32970573	0.2957697839	0.2130847906	0.08268499331	8.168600651
2	1	0.2	0.7	0.06	0	1	0.35	1.06	0.7	1.12	-0.01649856567	-0.1389503479	-0.1709938049	2.467088921	1	0	2.333589542	2.337810574	2.467592737	0.2812178281	0.1501566468	0.1310611812	2.329674758	0.2957224235	0.2130306671	0.08269175644	7.701095109
2	1	0.2	0.7	0.08	0	1	0.35	1.08	0.7	1.16	-0.02202987671	-0.1263618469	-0.1467704773	2.452734181	1	0	2.333589542	2.341283522	2.452734813	0.2787565989	0.1544290935	0.1243275054	2.329641729	0.2957767034	0.2130663375	0.0827103659	7.798417857
2	1	0.2	0.7	0.1	0	1	0.35	1.1	0.7	1.2	-0.02775192261	-0.1173973083	-0.1278877258	2.440086779	1	0	2.333589542	2.3559617	2.439667613	0.2771870546	0.1589574184	0.1182296362	2.329395789	0.2960588016	0.2132683889	0.08279041273	7.691073369
2	1	0.2	0.7	0.12	0	1	0.35	1.12	0.7	1.24	-0.03347396851	-0.1105308533	-0.1124382019	2.42881833	1	0	2.333589542	2.364011279	2.428287227	0.2757232619	0.1630884605	0.1126348014	2.329482271	0.2957758754	0.2130030797	0.08277279578	7.694503529
2	1	0.2	0.7	0.14	0	1	0.35	1.14	0.7	1.28	-0.0391960144	-0.1051902771	-0.09927749634	2.418701153	1	0	2.333589542	2.37029596	2.418189904	0.2745218802	0.1669851729	0.1075367073	2.329930734	0.2951572407	0.212581408	0.08257583269	7.971641166
2	1	0.2	0.7	0.16	0	1	0.35	1.16	0.7	1.32	-0.04510879517	-0.101184845	-0.08821487427	2.409567436	1	0	2.333589542	2.390785164	2.408761058	0.2745967498	0.171140881	0.1034558688	2.329642023	0.2956905375	0.212984452	0.08270608553	7.715229601
2	1	0.2	0.7	0.18	0	1	0.35	1.18	0.7	1.36	-0.05121231079	-0.09794235229	-0.07848739624	2.401289342	1	0	2.333589542	2.397369454	2.400318706	0.2743342979	0.17470151	0.09963278788	2.329794264	0.2956431458	0.2129847031	0.08265844274	7.722558072
2	1	0.2	0.7	0.2	0	1	0.35	1.2	0.7	1.4	-0.05750656128	-0.09546279907	-0.06990432739	2.393766503	1	0	2.333589542	2.405234277	2.392566904	0.2743253084	0.1779099125	0.09641539598	2.329841761	0.2955366125	0.2129043792	0.08263223329	7.949330627
2	1	0.2	0.8	0.02	0	1	0.4	1.02	0.8	1.04	-0.004482269287	-0.2121925354	-0.2893447876	2.545110628	3	-0.004485872878	2.465311803	2.268067654	2.546332098	0.2898340806	0.1354642341	0.1543698466	2.466015913	0.2735744558	0.12333553	0.1502389257	7.590984708
2	1	0.2	0.8	0.04	0	1	0.4	1.04	0.8	1.08	-0.009059906006	-0.17786026	-0.2318382263	2.522804608	3	-0.008983065052	2.355568147	2.314875629	2.523700755	0.2846495821	0.1386123941	0.1460371881	2.35617229	0.2511700367	0.1137434038	0.1374266329	7.670588824
2	1	0.2	0.8	0.06	0	1	0.4	1.06	0.8	1.12	-0.01344680786	-0.1576423645	-0.195980072	2.503868076	1	0	2.333589542	2.60113295	2.504450185	0.2810376995	0.1425379444	0.1384997551	2.329584815	0.2957973427	0.2130771215	0.08272022121	8.044505434
2	1	0.2	0.8	0.08	0	1	0.4	1.08	0.8	1.16	-0.01802444458	-0.1437187195	-0.1698493958	2.487262411	1	0	2.333589542	2.353479177	2.487406229	0.2780108832	0.1465334251	0.1314774581	2.329480947	0.2959103227	0.2131395572	0.08277076558	7.691828656
2	1	0.2	0.8	0.1	0	1	0.4	1.1	0.8	1.2	-0.0226020813	-0.1334190369	-0.1490592957	2.472450659	1	0	2.333589542	2.36030975	2.472655027	0.2755512107	0.1505771866	0.1249740241	2.329785053	0.2955085134	0.2128710488	0.08263746463	7.691850334
2	1	0.2	0.8	0.12	0	1	0.4	1.12	0.8	1.24	-0.02737045288	-0.1252174377	-0.1320838928	2.459095389	1	0	2.333589542	2.847223701	2.459020236	0.2741014107	0.1549830384	0.1191183723	2.329774795	0.2957570571	0.2130851573	0.08267189978	8.183668731
2	1	0.2	0.8	0.14	0	1	0.4	1.14	0.8	1.28	-0.03213882446	-0.1189231873	-0.1177787781	2.446964202	1	0	2.333589542	2.38052941	2.446831726	0.2727647641	0.1591781756	0.1135865885	2.3299433	0.2956384301	0.2130235553	0.08261487479	7.712317564
2	1	0.2	0.8	0.16	0	1	0.4	1.16	0.8	1.32	-0.03690719604	-0.1135826111	-0.1051902771	2.435882315	1	0	2.333589542	2.386418614	2.435501257	0.2718347545	0.1633330655	0.108501689	2.330109742	0.2954825803	0.2129347019	0.08254787845	7.88935384
2	1	0.2	0.8	0.18	0	1	0.4	1.18	0.8	1.36	-0.04186630249	-0.1093864441	-0.09431838989	2.425721189	1	0	2.333589542	2.405555695	2.425034375	0.2718409515	0.1675036166	0.1043373349	2.329736991	0.295732972	0.2130598274	0.08267314465	7.73238491
2	1	0.2	0.8	0.2	0	1	0.4	1.2	0.8	1.4	-0.04682540894	-0.1059532166	-0.08459091187	2.416375492	1	0	2.333589542	2.411417511	2.415346507	0.2718821701	0.1713515989	0.1005305712	2.329655335	0.2958844801	0.2131754114	0.08270906872	7.737178958
2	1	0.2	0.9	0.02	0	1	0.45	1.02	0.9	1.04	-0.003147125244	-0.2388954163	-0.3241539001	2.600027488	3	-0.003171991131	2.522814446	2.285014712	2.601672039	0.2925583415	0.1306046587	0.1619536828	2.523878727	0.276557894	0.1189408302	0.1576170638	7.869971512
2	1	0.2	0.9	0.04	0	1	0.45	1.04	0.9	1.08	-0.00638961792	-0.2020835876	-0.2631187439	2.574956947	3	-0.006351986214	2.41263406	2.312668542	2.576426008	0.2874714913	0.1336626941	0.1538087972	2.413791665	0.2542951825	0.1095521037	0.1447430788	7.635552942
2	1	0.2	0.9	0.06	0	1	0.45	1.06	0.9	1.12	-0.009632110596	-0.1801490784	-0.2247810364	2.553327379	1	0	2.333589542	2.327899935	2.55416622	0.2824331626	0.1367735649	0.1456595977	2.329930186	0.2955132442	0.2129260615	0.08258718265	7.663386436
2	1	0.2	0.9	0.08	0	1	0.45	1.08	0.9	1.16	-0.01268386841	-0.1645088196	-0.1965522766	2.534096972	1	0	2.333589542	2.33728407	2.534863494	0.2785645523	0.1402288538	0.1383356985	2.330127738	0.2952457788	0.2127230048	0.08252277405	7.912255449
2	1	0.2	0.9	0.1	0	1	0.45	1.1	0.9	1.2	-0.01611709595	-0.1528739929	-0.1740455627	2.516719228	1	0	2.333589542	2.369189	2.516896362	0.2758150557	0.1441886866	0.1316263691	2.329851173	0.2955645879	0.2129566024	0.08260798554	7.704614007
2	1	0.2	0.9	0.12	0	1	0.45	1.12	0.9	1.24	-0.01935958862	-0.1433372498	-0.1553535461	2.500855664	1	0	2.333589542	2.379063582	2.50069455	0.2739615476	0.1484182347	0.1255433129	2.329648809	0.2958414117	0.2131544542	0.08268695753	7.716855605
2	1	0.2	0.9	0.14	0	1	0.45	1.14	0.9	1.28	-0.0226020813	-0.1357078552	-0.1395225525	2.486268488	1	0	2.333589542	2.388705671	2.486653251	0.2715144437	0.1520771356	0.1194373081	2.330570329	0.2949758014	0.2126164843	0.08235931715	7.963598048
2	1	0.2	0.9	0.16	0	1	0.45	1.16	0.9	1.32	-0.02603530884	-0.1292228699	-0.1255989075	2.472783326	1	0	2.333589542	2.403619377	2.472502263	0.2709502359	0.1564892846	0.1144609513	2.329830944	0.2955686142	0.2129563568	0.08261225742	7.769698997
2	1	0.2	0.9	0.18	0	1	0.45	1.18	0.9	1.36	-0.02965927124	-0.1238822937	-0.1133918762	2.460266233	1	0	2.333589542	2.40029341	2.459980395	0.2698659605	0.1604295456	0.1094364149	2.330094979	0.2954026374	0.2128726735	0.08252996401	7.766825934
2	1	0.2	0.9	0.2	0	1	0.45	1.2	0.9	1.4	-0.03309249878	-0.119304657	-0.102519989	2.4486108	1	0	2.333589542	2.827224263	2.448310732	0.2693089669	0.164405679	0.1049032878	2.330283259	0.2953287476	0.2128465088	0.08248223885	8.152211478
2	1	0.3	0.1	0.02	0	1	0.05	1.02	0.1	1.04	-0.01420974731	-0.07219314575	-0.09031295776	2.194156236	1	0	2.172860196	2.248756196	2.193703256	0.5682595189	0.3847399785	0.1835195404	2.169329831	0.5655658277	0.4012273807	0.1643384471	7.573576739
2	1	0.3	0.1	0.04	0	1	0.05	1.04	0.1	1.08	-0.02851486206	-0.05865097046	-0.05960464478	2.187843796	1	0	2.172860196	2.277861657	2.186686021	0.5652937665	0.3877093983	0.1775843683	2.169121556	0.5655590781	0.4011535743	0.1644055038	7.613172769
2	1	0.3	0.1	0.06	0	1	0.05	1.06	0.1	1.12	-0.04301071167	-0.05407333374	-0.04243850708	2.183553121	1	0	2.172860196	2.441804664	2.182299893	0.5636452353	0.3902048461	0.1734403892	2.169448721	0.5653526976	0.4011303689	0.1642223288	7.767479948
2	1	0.3	0.1	0.08	0	1	0.05	1.08	0.1	1.16	-0.05750656128	-0.05350112915	-0.03118515015	2.180491149	1	0	2.172860196	2.323054596	2.178980411	0.562790328	0.3921836934	0.1706066345	2.169504148	0.5652912367	0.401071985	0.1642192517	7.644179611
2	1	0.3	0.1	0.1	0	1	0.05	1.1	0.1	1.2	-0.07219314575	-0.05502700806	-0.02336502075	2.178257365	1	0	2.172860196	2.342738882	2.17609899	0.5626570376	0.3938540346	0.168803003	2.169186843	0.5654127535	0.4010421162	0.1643706373	7.8484264
2	1	0.3	0.1	0.12	0	1	0.05	1.12	0.1	1.24	-0.08687973022	-0.05807876587	-0.01764297485	2.176610873	1	0	2.172860196	2.357545386	2.174126924	0.5634156525	0.3958374627	0.1675781898	2.169012481	0.5660943581	0.4016150035	0.1644793547	7.699850673
